"Date","Title","Summary","Inhalt","URL"
2025-11-18,"Gericht stoppt Bau von Flüchtlingsheim im Eilverfahren","In Berlin-Pankow sorgt der geplante Bau eines Flüchtlingsheims für Aufregung unter Anwohnern. Diese protestierten gegen das Vorhaben. Nun stoppte ein Berliner Verwaltungsgericht den weiteren Bau in einem Eilverfahren. ","Die landeseigene Wohnungsbaugesellschaft Gesobau plante, in zwei begrünten Innenhöfen einer Berliner Wohnsiedlung eine Flüchtlingsunterkunft für rund 400 Menschen zu errichten. Anwohner und Naturschützer wehren sich seit über einem Jahr gegen die Bebauung der Grünflächen. Sie befürchten, dass durch das Bauvorhaben Grünflächen und ein Spielplatz verloren gehen würden. Ein Eilantrag der Baugesellschaft wurde nun vom Verwaltungsgericht zurückgewiesen, wie die Welt berichtet. 

Die Anwohner sind sichtlich frustriert. „Wir sollen hier zum Präzedenzfall für Nachverdichtung Werde“, empört sich Britta Kehl von der Bürgerinitiative „Grüner Kiez Pankow“. Die Berliner Landesregierung habe sich „verstrickt“, und sei kompromisslos, so Krehl gegenüber der Welt.

Werbung

Das Gebiet wird seit über einem Jahr von Security-Mitarbeitern überwacht, Videokameras filmen die Innenhöfe, was von den Mietern als Belastend empfunden. wird. Bereits vor einem Jahr wollte Gesobau mit dem Abholzen von Bäumen beginnen, doch ein Gutachten stoppte dieses Vorhaben.

Die Anwohner fühlen sich außerdem bevormundet, obwohl sie weiterhin zu Kompromissen bereit wären. „Es dreht sich alles im Kreis. Am ende setzt die Politik hier eine Top-down-Mentalität durch, um die Nachverdichtung gegen Natur-, Klima- und Anwohnerinteressen durchzusetzen“, erklärte Krehl. Eine Berechnung ihrer Bürgerinitiative hat ergeben, dass Sicherheitsmaßnahmen, einschließlich Kameras, und Wachpersonal, in einem Jahr rund eine Million Euro gekostet haben müssen. 

Werbung

Im Juli 2025 erteilte der Bezirk laut Gericht eine artenschutzrechtliche Ausnahmegenehmigung für den Bau. Naturschutzvereinigungen kritisierten jedoch, dass die Belange des Artenschutzes geschützter Brutvögel sowie Fledermäuse nicht ausreichend berücksichtigt worden seien, und legten Widerspruch ein. 

LESEN SIE AUCH:

Spanien
Sprunghafter Anstieg von illegaler Migration auf den Kanaren: 19 Boote mit 360 Flüchtlingen in nur zwei Tagen

Redaktion • 53 

SPD-Sozialministerin
Bärbel Bas kritisiert Bürgergeldstreichung für Ukrainer

André Hintz • 100 

Da Gesobau dennoch mit ersten Maßnahmen beginnen wollte, stellte das Unternehmen einen Eilantrag, den das Verwaltungsgericht nun zurückwies. Die Entscheidung begründete das Gericht damit, dass unklar sei, für welche geschützten Tierarten die Genehmigung gelte und auf welche genehmigungspflichtigen Beeinträchtigungen sie sich beziehe. Stattdessen erwecke sie „den Eindruck einer unzulässigen naturschutzrechtlichen Blankoermächtigung.“

Gegen die Entscheidung kann Gesobau nun Beschwerde beim Oberverwaltungsgericht Berlin-Brandenburg einlegen. Ob das Flüchtlingsheim letztendlich gebaut wird, bleibt ungewiss.

Teilen:   
Zu den Kommentaren (25) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/gericht-stoppt-bau-von-fluechtlingsheim-im-eilverfahren/"
2025-11-18,"Kampagne gegen Apollo News: SPD, Linke und Grüne wollen Antifa-Verein weiter im Rathaus halten","Der Bund der Antifaschisten Treptow war an der Kampagne gegen Apollo News beteiligt. Im Rathaus bekommt er Räume zu einer vergünstigten Miete gestellt. Nun soll die Bezirksverordnetenversammlung dafür sorgen, dass das so bleibt.","Der Bund der Antifaschisten in Berlin Treptow-Köpenick war zusammen mit der Linkspartei des Bezirks als Veranstalter an der Kampagne gegen Apollo News („Rechten Medien auf die Tasten treten“) beteiligt. Im Rathaus Treptow bekommt der Verein zu einer vergünstigten Miete Räume gestellt. Nun streben die Fraktionen der SPD, Grünen und Linken in der Bezirksverordnetenversammlung des Stadtteils an, dass das so bleiben soll. Die drei Fraktionen legten am Dienstag einen entsprechenden Antrag vor, der Apollo Newsvorliegt.

Bei der nächsten Bezirksverordnetenversammlung (BVV) am 27. November soll der Punkt auf der Tagesordnung stehen und darüber abgestimmt werden. Die Versammlung wird dazu aufgefordert, sich nicht nur zur reduzierten Miete zu bekennen, sondern auch „zur Bedeutung der Arbeit des Vereins für demokratische Erinnerungskultur, Antifaschismus und politische Bildung“. Es soll gewürdigt werden, dass der Verein sich „gegen Rechtsextremismus und für ein demokratisches Miteinander“ engagiere.

Werbung

Begründet wird der Antrag damit, dass die Arbeit des Vereins in Zeiten zunehmender gesellschaftlicher Polarisierung wichtig sei. In der BVV kommen die drei Fraktionen auf 28 von 55 Plätzen. Die SPD hat 12, die Linke 9 und die Grünen 8 Sitze. Der Bund der Antifaschisten bekommt im Rathaus Treptow Räume mit insgesamt 92 Quadratmetern zur Verfügung gestellt. Dafür müssen sie eine symbolische Miete von 600 Euro im Jahr zahlen. Laut Haushaltsplan läge die ortsübliche Miete allerdings bei 9.936 Euro im Jahr (Apollo News berichtete).

Der Verein nutzt die Räume im Rathaus als Büro und für politische Veranstaltungen wie „Was tun gegen den Rechtsruck?“ oder „Vor welchen Herausforderungen stehen Antifaschist*innen nach der Bundestagswahl?“ Der Verband wird auch vom Bezirksbürgermeister Oliver Igel unterstützt. Der Sozialdemokrat tritt als offizieller Schirmherr des „Bündnisses für Demokratie und Toleranz Treptow-Köpenick“ auf, an dem mindestens eine Gruppierung beteiligt ist, die vom Berliner Verfassungsschutz als linksextremistisch eingestuft und beobachtet wird, nämlich die Deutsche Kommunistische Partei (DKP).

Werbung

Auch der Bund der Antifaschisten ist Teil des Bündnisses. Bezirksbürgermeister Igel begrüßte die Drohkampagne gegen Apollo News explizit. „Es entspricht natürlich unserer wehrhaften Demokratie und unserer freiheitlich-demokratischen Grundordnung, dass wir uns gegen Medien stellen, die gezielt Desinformation verbreiten, die die Menschenwürde Einzelner herabwürdigen, ganze Bevölkerungsgruppen in Frage stellen“, sagte er am 17. Oktober in einer Bezirksverordnetenversammlung (mehr dazu hier).

Teilen:   
Zu den Kommentaren (35) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/kampagne-gegen-apollo-news-spd-linke-und-gruene-wollen-antifa-verein-weiter-im-rathaus-halten/"
2025-11-18,"Weimer-Affäre: Jetzt sollen Journalisten eingeschüchtert werden – Apollo Newsroom","Ein Satz, irgendwo zwischen Christian Wulff und der Mafia: Mit einem seltsamen Hinweis will die Weimer Media Group kritische Berichterstattung kleinhalten. Es herrscht offenbar nackte Panik.","Teilen:   
Zu den Kommentaren (30) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/weimer-affaere-jetzt-sollen-journalisten-eingeschuechtert-werden-apollo-newsroom/"
2025-11-18,"JU-Landeschef spricht sich für Minderheitsregierung der CDU in Sachsen-Anhalt aus","Der Vorsitzende der Jungen Union in Sachsen-Anhalt spricht sich für eine Minderheitsregierung der CDU in Sachsen-Anhalt aus, sollte es nach der Landtagswahl zu einem Parlament nur mit AfD und Linken kommen. Faktisch könnte das auch Mehrheiten mit der AfD bedeuten.","Nico Elsner, Vorsitzender der Jungen Union in Sachsen-Anhalt, spricht sich für eine Minderheitsregierung der CDU in seinem Bundesland aus. Im Interview mit Welt sagte er am Dienstag, dass Sachsen-Anhalt nicht das erste Bundesland mit einer Minderheitsregierung wäre. Da BSW und SPD in aktuellen Umfragen auf sechs Prozent kommen und es somit fraglich ist, ob sie überhaupt in den Landtag einziehen, könnte es passieren, dass nur drei Parteien vertreten sind: CDU, AfD und Linke. 

Angesichts dieser möglichen Konstellation sagt Elsner: „Wir werden alles daransetzen, dass sich diese Frage im September nächsten Jahres überhaupt nicht stellt.“ Er sei „auf jeden Fall“ für eine Minderheitsregierung, sollten nur drei Parteien im Parlament sein. Er halte es nicht für möglich, dass die AfD oder die Linke an einer Regierung beteiligt sei. Von den Welt-Journalisten wurde dann die Frage aufgeworfen, wie es auf Bundesebene mit einer Minderheitsregierung aussehen könne. 

Werbung

Nicht gestellt wurde damit die Frage nach möglichen Mehrheiten in einem Landtag mit drei Parteien. Denn in einer Minderheitsregierung müsste die CDU entweder Mehrheiten mit der AfD oder mit der Linken finden. Nico Elsner lehnte auf Bundesebene eine Minderheitsregierung ab. „In der Bundespolitik steht man vor ganz anderen Herausforderungen.“ So sei der Faktor Außenpolitik mitzubedenken, bei dem eine stabile Mehrheit wichtig sei. Deutschland würde außenpolitisch an Wert verlieren, wenn es eine Minderheitsregierung hätte. 

Am Dienstag hatte sich auch der AfD-Politiker Bernd Baumann zu dem Thema bei Welt geäußert. Der Erste Parlamentarische Geschäftsführer der AfD bot an, eine Minderheitsregierung der CDU auf Bundesebene mit seiner Partei zu unterstützen. Er betonte, dass zwischen beiden Parteien politisch viele Gemeinsamkeiten bestehen würden, vor allem bei der Migrationspolitik und der Energiepolitik. 

Werbung

Bundeskanzler Friedrich Merz lehnte derweil am Montag eine Minderheitsregierung ab. „Das ist aus meiner Sicht ausgeschlossen, so etwas zu machen“, sagte er auf dem Wirtschaftsgipfel der Süddeutschen Zeitung. Weiter sagte er: „Glaubt denn irgendjemand ernsthaft, wir könnten in diesem Deutschen Bundestag mit wechselnden Mehrheiten arbeiten und da noch vernünftige Gesetzgebungsarbeit machen?“

Teilen:   
Zu den Kommentaren (36) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/ju-landeschef-spricht-sich-fr-minderheitsregierung-der-cdu-in-sachsen-anhalt-aus/"
2025-11-18,"Pro-palästinensische Aktivisten beschmieren Kanzleramt","Zwei pro-palästinensische Aktivisten haben am Dienstag die Fassade des Bundeskanzleramts in Berlin mit roter Farbe beschmiert. Die Polizei ermittelt wegen Sachbeschädigung.","Zwei Aktivisten haben am Dienstagvormittag die Fassade des Bundeskanzleramts in Berlin mit roter Farbe beschmiert. Die Polizei bestätigte den Vorfall der Deutschen Presse-Agentur zufolge.

Nach Angaben der Behörden beschmierten eine 26-jährige Frau und ein 27-jähriger Mann das Gebäude im Berliner Regierungsviertel mit dem Wort „Täter“. Beide führten zwei Eimer rote Farbe mit sich und hinterließen zudem ein Banner mit dem Namen einer Gruppe.

Werbung

Eine Gruppierung namens „Peacefully against Genocide“ reklamierte die Aktion online für sich. In einer veröffentlichten Erklärung der Gruppe hieß es: „Wenn unsere Regierung Völkerrecht mit Füßen tritt und Blut an ihren Händen hat, dann stehen wir Menschen dagegen auf!“

Der Einsatz war nach Polizeiangaben schnell beendet. Die Tatverdächtigen wurden festgenommen, später aber wieder freigelassen. Gegen sie wurde Strafanzeige erstattet. Am Nachmittag waren die Farbreste bereits entfernt. Ob und in welchem Umfang Schaden am Gebäude entstand, wurde nicht mitgeteilt.

cm

Teilen:   
Zu den Kommentaren (49) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/pro-palstinensische-aktivisten-beschmieren-kanzleramt/"
2025-11-18,"Er ist nicht mehr zu retten – Apollo News Update","Die Entwicklungen in der Weimer-Affäre zeigen: Für den Staatsminister und den Merz-Vertrauten ist es schon vorbei. Währenddessen wehrt sich die Weimer Media Group mit einem haltlosen Vorwurf gegen Rechts – das offenbart ihre Hilflosigkeit, erklärt Max Mannhart im Apollo News-Update.","Teilen:   
Zu den Kommentaren (55) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/er-ist-nicht-mehr-zu-retten-apollo-news-update/"
2025-11-18,"„Gegen den Gründer Ihres Magazins“:  Die irritierende Warnung der Weimer-Gruppe an einen Journalisten","Als Cicero-Autor Mathias Brodkorb in der Weimer-Affäre nach Antworten sucht, bekommt er eine skurrile Nachricht von der Weimer Media Group, die ihn unter Druck setzen soll. Es ist die Nachricht eines Kontrollverlusts.","Als Bundespräsident Christian Wulff 2011 mitten in der Affäre um Vorwürfe der Vorteilsnahme steckte, war es ein verheerender Anruf, der den entscheidenden Kipppunkt in der Krise ausmachte: Wulff rief wütend bei Bild an und versuchte dort neue Veröffentlichungen zu verhindern – drohte mit einem persönlichen „Bruch mit dem Springer-Verlag“. Bild machte den Einschüchterungsversuch publik. Wullfs Drohsatz „Der Rubikon ist überschritten“ wurde in politisch-medialen Kreisen legendär und fungiert seitdem als mahnendes Negativbeispiel der Krisenkommunikation. Dass ausgerechnet Weimers Unternehmen jetzt mitten in einer Korruptionsaffäre einen Journalisten mit einer verqueren Nachricht attackiert, ist gerade deshalb besonders interessant.

Konkret geht es jetzt gegen den Cicero, den Weimer einst mitgründete. Als das Magazin jetzt nämlich bei Weimers Unternehmen zu den von Apollo News recherchierten Geschäften der Einflussnahme auf Politiker anfragte, kamen vielsagende Worte per E-Mail zurück.

Werbung

Die Antwort-E-Mail begann, wie Cicero-Autor Mathias Brodkorb jetzt in einem Artikel öffentlich machte, nämlich mit folgender Warnung: „Wollen Sie wieder mit so viel Verve gegen den Gründer Ihres Magazins schreiben?“ Das soll wohl so viel bedeuten wie: Wage es ja nicht, gegen den Staatsminister zu schreiben! Gerade nicht als Cicero-Journalist.

„Nun, wenn es denn sein muss, dann ja“, lautet aber Brodkorbs souveräne Replik jetzt. Er führt in seinem Artikel aus, dass auch gegenüber Cicero die Weimer Media Group die Vorwürfe nicht ausräumen konnte, sondern auch im Rest der Mail nur ausweichend antwortet. Für Brodkorb liegt nun „klar auf der Hand“, was in der Affäre Weimer zu tun sei: „Man wird ihn, um das Problem aus der Welt zu schaffen, proaktiv aus seinem Amt entfernen müssen.“

Werbung

Auch anderswo kommen jetzt Rücktrittsforderungen auf. Nicht nur von FDP und AfD, sondern auch im Stern, wo Hauptstadt-Journalist Martin Debes an die Adresse Weimers jetzt in einem Kommentar klare Worte richtet: „Ihnen bleiben zwei Möglichkeiten, um den offenkundigen Interessenkonflikt aufzulösen. Sie können die Anteile Ihres Unternehmens verkaufen und Ihre Frau überreden, dasselbe zu tun. Oder Sie können von Ihrem Amt als Staatsminister zurücktreten.“

LESEN SIE AUCH:

Nach Apollo-Bericht
„Widerliche Schlangengrube“: Jan van Aken und Katrin Göring-Eckardt attackieren Wolfram Weimer

Boris Cherny • 100 

INES
Nur zu 75 Prozent gefüllt: Füllstand deutscher Gasspeicher erneut niedrig

Rudolf Schreiner • 67 

„Die Zeit läuft. Und sie läuft ab“, so der Stern. Das stimmt: Der Druck auf Weimer steigt immer weiter. Dass man im Hause der Weimer Media Group inzwischen glaubt, all das zu stoppen, indem man Druck auf Journalisten mit unliebsamen Fragen ausübt, spricht dabei Bände.

Teilen:   
Zu den Kommentaren (57) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/gegen-den-gruender-ihres-magazins-die-irritierende-warnung-der-weimer-gruppe-an-einen-journalisten/"
2025-11-18,"„Widerliche Schlangengrube“: Jan van Aken und Katrin Göring-Eckardt attackieren Wolfram Weimer","Nach der Apollo-News-Recherche zu dubiosen Geschäftspraktiken bei Wolfram Weimers Ludwig-Erhard-Gipfel fordern nun auch Politiker von Rot-Rot-Grün Konsequenzen. Besonders deutlich wird Linken-Chef van Aken.","Nach FDP und AfD üben nun auch Linkspartei und Grüne scharfe Kritik am Kulturstaatsminister Wolfram Weimer. Zuvor hatte Apollo News am Montag exklusiv über die dubiosen Geschäftspraktiken von Weimers Ludwig-Erhard-Gipfel berichtet. „Da haben sich Millionäre mit Wolfram Weimer einen Staatssekretär gekauft und mit Friedrich Merz einen Millionär zum Kanzler gemacht“, kritisiert Linken-Chef Jan van Aken die Vorgänge gegenüber t-online.

„In dieser widerlichen Schlangengrube wurde die korrupte Kanzlerschaft von Merz herangezüchtet“, so van Aken weiter. Der medienpolitische Sprecher seiner Fraktion im Bundestag, David Schliesing, legt Weimer unterdessen nahe, sein Amt zumindest zeitweise niederzulegen – „bis alle Angelegenheiten geprüft sind“, so Schliesing. „Wann ziehen CDU/CSU und SPD endlich die Reißleine und beenden diese ungehemmte Delegitimierung der Demokratie?“, fragt der Bundestagsabgeordnete. Bereits zuvor hatte die stellvertretende Fraktionschefin der Linken, Nicole Gohlke, Weimer scharf für den Ludwig-Erhard-Gipfel kritisiert (mehr dazu hier).

Werbung

Auch aus der grünen Bundestagsfraktion kommt Kritik: Die Sprecherin für Kultur und Medien dort, Katrin Göring-Eckardt, kritisierte Weimers „Naivität“ und fehlendes „Fingerspitzengefühl“. Sie sagt zu den Vorgängen rund um das „bayerische Davos“: „Das Problem ist nicht, dass es den Ludwig-Erhard-Gipfel gibt. Das Problem ist, dass sich an der Vermarktung und dem Konzept des Gipfels scheinbar nichts geändert hat, nachdem Wolfram Weimer als einer der beiden Anteilseigner des Veranstalters Mitglied der Bundesregierung wurde.“

Besonders brisant dürften die ersten kritischen Stimmen in der SPD sein. Der Bundestagsabgeordnete Ralf Stegner geht etwa auf Distanz zu Weimer: „Für Herrn Weimer gilt: Als Regierungsmitglied hat er besondere Verantwortung dafür, dass gar nicht erst der Eindruck einer Käuflichkeit oder Vorteilsnahme entsteht. Ich bin mir sicher, dass der Staatsminister hierzu bald auch eine umfassende und transparente Erklärung abgeben wird.“

Werbung

Kern der Kritik sind die Vorgänge rund um die Weimer Media Group, die Wolfram Weimer und seiner Ehefrau jeweils zur Hälfte gehört. Diese organisiert jedes Jahr den Ludwig-Erhard-Gipfel am Tegernsee. Für den kommenden Gipfel im April 2026 bietet sie Unternehmen Kooperationspakete an. Sie sollen bis zu 80.000 Euro zahlen, um – wie es in Verkaufsunterlagen heißt – „Einfluss auf die politischen Einflussträger“ zu erhalten. Unter anderem wird eine „Executive Night“ angepriesen, bei der „die Minister“ kommen. Bislang sind vier Bundesminister für das kommende Jahr angekündigt.

LESEN SIE AUCH:

Landtagswahl 2026
JU-Landeschef spricht sich für Minderheitsregierung der CDU in Sachsen-Anhalt aus

Marie Rahenbrock • 36 

SPD-Vizekanzlerin
Bas warnt im Rentenstreit: „Wer die Koalition gefährdet, sitzt in der Union“

Redaktion • 50 

Auch der Verein „Lobbycontrol“ kritisiert diesen Vorgang: Der Zustand sei „unhaltbar“. „Als Mitglied der Bundesregierung vom Verkauf von exklusiven Zugängen zu Kabinettskollegen und Möglichkeiten der politischen Einflussnahme finanziell zu profitieren, wäre eine absolute Grenzüberschreitung“, kommentierte dazu ein Sprecher des Vereins.

AfD und FDP fordern aufgrund der Vorgänge bereits den Rücktritt von Wolfram Weimer. Gegenüber dem Münchner Merkur meinte der Landesvorsitzende der Partei, Michael Ruoff: „Wer aus seinem Regierungsamt heraus vorgibt, Einfluss auf die Politik verkaufen zu können, gefährdet das Ansehen der Demokratie und ist als Staatsminister untragbar.“

Werbung

In einer Stellungnahme der AfD-Bundestagsfraktion fordert man den Rücktritt Weimers: „Diese Angelegenheit stinkt zum Himmel. (…) Die Verquickung seines Ministeramtes mit den Geschäftsinteressen der Weimer Media Group ist offenkundig. (…) Der Anfangsverdacht der Korruption steht im Raum.“

Teilen:   
Zu den Kommentaren (100) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/widerliche-schlangengrube-jan-van-aken-und-katrin-goering-eckardt-attackieren-wolfram-weimer/"
2025-11-18,"Fast alle Afghanen in Pakistan lehnen Geldangebot Dobrindts ab","Hunderten Afghanen, die in Pakistan festsitzen, wurde Geld angeboten, um auf die Anreise nach Deutschland zu verzichten. Jetzt ist die Frist abgelaufen - doch kaum ein Afghane nimmt das Angebot an.","Das Bundesinnenministerium unter der Leitung von Alexander Dobrindt hat Afghanen mit bereits erteilter Aufnahmezusage Geld angeboten, wenn sie im Gegenzug auf die Einreise nach Deutschland verzichten. Die gesetzte Frist ist in der Nacht auf Dienstag abgelaufen. Auf Anfrage von Focus konnte das Innenministerium jedoch nicht mitteilen, wie viele der rund 700 Afghanen das Angebot angenommen haben. „Die Auswertung der Rückmeldung dauert an“, erklärte eine Sprecherin. 

Nach Einschätzung von Eva Beyer, Sprecherin der Hilfsorganisation Kabul Luftbrücke, haben sich jedoch höchstens fünf Familien im Austausch für Geld von der Liste streichen lassen. Selbst diese hätten das Angebot nur angenommen, weil ihnen Visa für andere Länder, etwa die USA, versprochen wurden. Wer das Geld akzeptiert, wird von der Liste gestrichen und muss wahrscheinlich mit einer Ausreise zurück nach Afghanistan rechnen.

Werbung

Seit Amtsantritt der schwarz-roten Koalition gab es bereits fünf Flüge aus Pakistan nach Deutschland, zuletzt am 11. November, als elf Afghanen einreisen konnten (Apollo News berichtete).

Zwar beendete die Bundesregierung das Aufnahmeprogramm für besonders Gefährdete im Mai, die Lage bleibt jedoch unübersichtlich, wer tatsächlich nach Deutschland einreisen darf. Zahlreiche Afghanen klagten gegen die Einstellung des Programms und bekamen von den deutschen Gerichten meistens Recht. Von den mindestens 117 Eilverfahren, die beim Verwaltungsgericht Berlin seit Mitte Mai eingegangen sind, wurden 49 davon zugunsten der Antragsteller entschieden. In 18 Fällen wurde der Eilantrag zurückgewiesen. In 14 Fällen drohte das Gericht der Bundesregierung sogar ein Zwangsgeld an, sollte der Gerichtsentscheid nicht umgesetzt werden. 

Werbung

Der Aufenthalt der Afghanen wird weiterhin von der bundeseigenen Gesellschaft für Internationale Zusammenarbeit (GIZ) finanziert. Die Kosten befinden sich monatlich im Millionenbereich. Die GIZ verweigerte jedoch auf Anfrage von Apollo News, genaue Zahlen zu nennen (mehr dazu hier).

rs

Teilen:   
Zu den Kommentaren (41) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/fast-alle-afghanen-in-pakistan-lehnen-geldangebot-dobrindts-ab/"
2025-11-18,"Bas warnt im Rentenstreit: „Wer die Koalition gefährdet, sitzt in der Union“","Die Auseinandersetzung um das Rentenpaket spitzt sich zu. Arbeitsministerin Bärbel Bas wirft der Union vor, das Regierungsbündnis zu gefährden. Besonders die Junge Gruppe der CDU/CSU bleibt bei ihrer Ablehnung der geplanten Rentenreform.","Die Spannungen in der schwarz-roten Koalition nehmen zu. SPD-Vizekanzlerin und Arbeitsministerin Bärbel Bas sieht die Rentenreform in Gefahr – und macht dafür die Union verantwortlich. „Wer gerade die Koalition gefährdet, sitzt in der Union“, sagte sie beim Wirtschaftsgipfel der „Süddeutschen Zeitung“. Die Koalition habe „fest vereinbart“, alle sechs Elemente des Rentenpakets umzusetzen – einschließlich eines Rentenniveaus von 48 Prozent bis 2031. „Es ist ja fest vereinbart“, so Bas, Kompromisse lehnt sie ab.

„Wenn diese Abstimmung jetzt nicht gelingt, dann wird’s unruhig werden.“ Und weiter: „Es ist schon unruhig. Machen wir uns nichts vor.“ Sollte das Paket scheitern, werde es nach ihrer Einschätzung keine Reform geben. Das hänge „alles miteinander zusammen.“ Den Konflikt innerhalb der Union bezeichnete sie als nicht nachvollziehbar: „Das ist eine Gruppe, von der ich den Konflikt nicht ganz verstehe, der jetzt da hochgezogen wird.“

Werbung

Damit reagierte Bas auf den anhaltenden Widerstand der Jungen Gruppe innerhalb der Union. Deren Vorsitzender Pascal Reddig erklärte bereits zuvor gegenüber dem Stern: „Wir sehen an dem Gesetzentwurf noch Änderungsbedarf und halten das Gesetz im Moment nicht für zustimmungsfähig.“ Reddig kritisierte auch das Vorgehen von Finanzminister Lars Klingbeil scharf: „Warum der SPD-Vizekanzler jetzt per Basta-Machtwort beschließt, dass es keine Änderungen am Gesetzesentwurf mehr geben darf, verstehe ich nicht.“ Zugleich betonte er: „Es gibt Lösungen, wenn auch die SPD ein Interesse daran hat.“

Unterstützung bekommt die Junge Gruppe von der Jungen Union. Deren Vorsitzender Johannes Winkel mahnte in den ARD-Tagesthemen, man dürfe sich „nicht bis in die 30er-Jahre festlegen, mit über 120 Milliarden Euro, die jetzt beschlossen werden sollen“. Nach seinen Worten sei der aktuelle Konflikt „kein Skandal, sondern Demokratie pur“.

Werbung

Die Abgeordneten der Jungen Gruppe lehnen insbesondere die Festschreibung des Rentenniveaus von mindestens 48 Prozent über das Jahr 2031 hinaus ab. Diese Regelung sei nicht im Koalitionsvertrag vorgesehen und würde den Bundeshaushalt nach ihren Berechnungen bis 2040 um weitere 115 Milliarden Euro belasten. Die Koalition verfügt nur über eine Mehrheit von zwölf Stimmen – bleibt die Junge Gruppe geschlossen bei ihrer Position, wäre die Mehrheit gefährdet.

LESEN SIE AUCH:

Gewinneinbrüche
Steuerkollaps in Stuttgart: Automobilkrise schlägt auf Kommunalfinanzen durch

Hannes Märtin • 83 

Kommentar
Schattenhaushalt und Schuldenspirale: Deutschland beerdigt die Marktwirtschaft

Thomas Kolbe • 65 

Unionsfraktionschef Friedrich Merz und Finanzminister Klingbeil hatten zuletzt signalisiert, dass am Rentenpaket nichts mehr geändert werde. Merz erklärte: „Wir werden länger arbeiten müssen.“ Ein Entschließungsantrag sei denkbar, parallel solle eine neue Rentenkommission grundlegende Reformen prüfen.

Laut einem Bericht der Bild umfasst der Widerstand in der Union jedoch mehr als die 18 Abgeordneten der Jungen Gruppe. Innerhalb der Fraktion sei von „40 bis 50 Abgeordneten“ die Rede, die Nachverhandlungen fordern.

cm

Teilen:   
Zu den Kommentaren (50) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/bas-warnt-im-rentenstreit-wer-die-koalition-gefaehrdet-sitzt-in-der-union/"
