"Date","Title","Summary","Inhalt","URL"
2025-08-28,"Ramelow will Volksabstimmung über Nationalhymne und Schwarz-Rot-Gold","Bundestagsvizepräsident Bodo Ramelow (Linke) will die deutsche Nationalhymne und die schwarz-rot-goldene Flagge zur Abstimmung stellen. Er sprach sich dafür aus, Brechts „Kinderhymne“ als mögliche Alternative vorzulegen.","Bundestagsvizepräsident Bodo Ramelow (Linke) fordert eine Volksabstimmung über die deutsche Nationalhymne und die Bundesflagge. Der Rheinischen Post sagte er, er kenne viele Ostdeutsche, die mit dem aktuellen Lied der Deutschen nichts anfangen könnten. „Ich würde daher tatsächlich gerne die Kinderhymne von Bertolt Brecht zur Abstimmung stellen.“ Diese habe einen „wunderbaren Text“, der als „gesamtdeutsche Hymne“ geeignet sei, so Ramelow.

Auch die Nationalflagge solle seiner Ansicht nach zur Abstimmung stehen. „Ich weiß, dass Schwarz-Rot-Gold die Absage an totalitäre Strukturen ist. Viele fremdeln aber auch mit der Nationalfahne. Ich würde das alles mit Artikel 146 zur Abstimmung stellen wollen.“

Werbung

Artikel 146 des Grundgesetzes ermöglicht das Inkrafttreten einer neuen Verfassung, wenn diese vom Volk in freier Entscheidung beschlossen wird. Ramelow erklärte, er wolle sich für eine entsprechende Abstimmung einsetzen.

Bereits 2019 hatte er in seiner Funktion als Ministerpräsident von Thüringen eine neue Nationalhymne ins Gespräch gebracht. Er sagte: „Ich singe die dritte Strophe unserer Nationalhymne mit, aber ich kann das Bild der Naziaufmärsche von 1933 bis 1945 nicht ausblenden.“

Werbung

Viele Ostdeutsche würden die Hymne nicht mitsingen, so Ramelow. Er ergänzte: „Ich würde mir wünschen, dass wir eine wirklich gemeinsame Nationalhymne hätten. Bisher hat dieser Wunsch leider immer nur für empörte Aufregung gesorgt.“

cm

Teilen:   
Zu den Kommentaren (201) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/ramelow-will-volksabstimmung-ueber-nationalhymne-und-schwarz-rot-gold/"
2025-08-28,"Unbekannter stößt Deutschen am Bahnhof Pasing Treppe hinunter und beißt Helfer","In München-Pasing hat ein Unbekannter einen 63-jährigen Deutschen eine Treppe hinuntergestoßen. Zwei Reisende griffen ein, einer von ihnen wurde vom Täter gebissen.","Am 13. August hat ein unbekannter Täter am Bahnhof Pasing einen 63-jährigen Deutschen eine Treppe hinuntergestoßen. Der Mann stürzte mehrere Stufen hinunter und zog sich eine Handgelenksprellung sowie Schürfwunden am Knie und Ellbogen zu.

Nach Angaben der Bundespolizei hatte derselbe Täter zuvor im Zwischengeschoss des S-Bahnhofs Karlsplatz (Stachus) „zwei andere, unbekannte Männer bedroht und bespuckt“. Anschließend stieg er in eine S6 Richtung Pasing. Dort folgte er dem 63-Jährigen und stieß ihn am Treppenaufgang unvermittelt hinunter.

Werbung

Als der Mann am Boden lag, wirkte der Täter weiter auf ihn ein. Ein Reisender griff ein. Laut Bundespolizei „warf der couragierte unbekannte Helfer den Angreifer unvermittelt mittels eines vermutlichen Judogriffs zu Boden“. Ein zweiter Helfer hielt den Täter fest, musste jedoch loslassen, „als der Unbekannte ihn biss“. Danach floh der Mann.

Die Bundespolizei beschreibt den Täter als etwa 30 Jahre alt und 1,70 Meter groß, mit Glatze, Goatee-Bart und Brille. Er habe ein sportlich-muskulöses Erscheinungsbild und wirke gepflegt. Bekleidet war er mit einem weißen T-Shirt, einer schwarzen Hose und auffällig gelben Sportschuhen. Nach Angaben der Behörde handelt es sich um einen Mann „mit nordafrikanischem oder südeuropäischem Phänotyp“.

Werbung

Die Ermittler suchen die beiden Helfer, die am Tatort eingegriffen haben, sowie weitere Zeugen. Hinweise nimmt die Bundespolizei unter Tel. 089/51550-0 entgegen.

cm

Teilen:   
Zu den Kommentaren (69) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/unbekannter-stoesst-deutschen-am-bahnhof-pasing-treppe-hinunter-und-beisst-helfer/"
2025-08-28,"NRW erfasst bei Tatverdächtigen künftig alle Staatsangehörigkeiten – Grüne sehen „Einzahlung aufs Konto der AfD“","Nordrhein-Westfalen weist künftig Mehrfachstaatsangehörigkeiten in der Kriminalstatistik aus. Innenminister Herbert Reul (CDU) nennt das einen Schritt zu mehr Realitätssinn. Die Grünen warnen, der Erlass zahle „aufs Konto der völkisch denkenden AfD“ ein.","Nordrhein-Westfalen weist in der polizeilichen Kriminalstatistik ab sofort alle Mehrfachstaatsangehörigkeiten von Tatverdächtigen und Opfern aus. Die Regelung gilt rückwirkend seit dem 1. Juli 2024, teilte das Innenministerium in Düsseldorf mit. Bislang wurden Personen mit mehreren Pässen, darunter der deutsche, ausschließlich als Deutsche gezählt.

Innenminister Herbert Reul (CDU) erklärte: „Wer die Realität sehen will, muss sie auch messen. Darum müssen wir Mehrfachstaatsangehörigkeiten künftig in der Kriminalstatistik berücksichtigen.“ Mehrere Staatsangehörigkeiten seien relevant etwa bei der Einschätzung von Fluchtgefahr oder Fluchtmöglichkeiten von Tatverdächtigen. Nach einer Auswertung für das Jahr 2024 hatte in NRW jeder sechste Tatverdächtige mit deutschem Pass zusätzlich eine weitere Staatsangehörigkeit.

Werbung

Gegenwind kommt von Bündnis 90/Die Grünen. Julia Höller, innenpolitische Sprecherin der Landtagsfraktion, sagte, das Vorhaben bringe der Polizei „keinen Erkenntnisgewinn“ und spiele „aufs Konto der völkisch denkenden AfD“. Sie warnte, eine solche Statistik stempel Menschen mit Doppelpass als „Deutsche zweiter Klasse“ ab. „Das Grundgesetz sagt sehr klar, dass Deutscher sei, wer einen deutschen Pass habe – egal, ob es eine weitere Staatsangehörigkeit gebe.“

Mit der neuen Praxis geht NRW einen Sonderweg. An das Bundeskriminalamt übermittelt das Land weiterhin nur eine Staatsangehörigkeit, wie es bundesweit vorgesehen ist. Tatverdächtige ohne deutschen Pass werden wie bisher nach ihrer jeweiligen Nationalität erfasst.

Werbung

Insgesamt wurden 2024 bundesweit rund 5,8 Millionen Straftaten erfasst. Die Zahl der Tatverdächtigen lag bei etwa 2,2 Millionen, darunter 913.000 Ausländer. Damit lag der Ausländeranteil bei rund 42 Prozent – deutlich höher als ihr Bevölkerungsanteil von knapp 17 Prozent. Besonders bei Gewaltkriminalität ist die Diskrepanz noch ausgeprägter.

LESEN SIE AUCH:

Kommentar
Parastaatliche Propaganda-Industrie: Die CDU rüstet ihre eigenen Feinde auf

Daniel Gräber • 93 

Erbschaften und Einkommen
Bericht: Unions-Fraktionsspitze zeigt sich offen für Steuererhöhungen

Max Roland • 74 

Die Statistik bestätigt die seit Jahren bekannte Überrepräsentation von Migranten bei bestimmten Deliktgruppen. Auffällig hoch sind die Quoten etwa bei Syrern, Afghanen oder Algeriern, die gemessen an ihrem Bevölkerungsanteil ein Vielfaches an Tatverdächtigen stellen.

cm

Teilen:   
Zu den Kommentaren (91) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/nrw-erfasst-bei-tatverdchtigen-knftig-alle-staatsangehrigkeiten-grne-sehen-einzahlung-aufs-konto-der-afd/"
2025-08-28,"Trans-Amokläufer in den USA – ein beunruhigender Trend","Erneut begeht mit dem Massaker in Minneapolis ein Trans-Schütze einen tödlichen Amoklauf an einer christlichen US-Schule. Auch wenn Politiker vor Ort jeden Verweis darauf als „Verteuflung der Trans-Community“ abtun, ist ein neuer Trend nicht mehr ganz von der Hand zu weisen.","Mit einem Sticker aus „Pride Progress“-Regenbogenflaggen und Sturmgewehr war das Manifest des transsexuellen Schützen des jüngsten Amoklaufs an einer US-amerikanischen Schule beklebt. Zwei Kinder tötete der offensichtlich psychisch gestörte Attentäter an einer katholischen Schule in Minneapolis, 17 weitere wurden verletzt.

Sofort betont Minneapolis’ demokratischer Bürgermeister Jacob Frey, man dürfe nicht über die Trans-Identität des Täters sprechen. Wer den Amoklauf als „Gelegenheit zur Verteuflung der Trans-Community“ nutze, habe „unsere gemeinsame Menschlichkeit aus den Augen verloren“, meint Frey. Dabei gibt es zuletzt tatsächlich einen neuen Trend von Trans-Amokläufern in den USA.

Werbung

Während laut Statistiken nur etwa 0,5 bis ein Prozent der US-Bevölkerung trans ist, wurde seit 2023 fast jeder zweite tödliche Amoklauf an US-Schulen von einem Trans-Schützen begangen. Von fünf tödlichen Schul-Amokläufen im engeren Sinne (also ausgenommen etwa Gang-Schießereien, Einzel-Konfrontationen oder Vorfälle nur im Schulumfeld), die man in einer Washington Post-Datenbank zu Schul-Schießereien findet, waren in zwei Fällen die Täter Transgender.

In einem anderen Fall zeigte der Täter zumindest eine gewisse Faszination für Trans-Themen. Bei einem weiteren Amoklauf an einer christlichen Schule in Wisconsin ließen Behörden zum Täter bewusst offen, „ob sie oder er nun Transgender war“ – dies sei „nicht wichtig“, hieß es damals.

Werbung

Unbestritten ist: Viele Trans-Jugendliche leiden unter psychischen Problemen. Eine Studie der Ärztin Lisa Littman aus dem Jahr 2018 zeigte etwa, dass 60 Prozent der untersuchten Jugendlichen eine oder mehrere psychische Störungen hatten: Depressionen, Autismus, Schwierigkeiten in der Gefühlsregulation, Stress- und Traumaerfahrungen beispielsweise – oder sie zeigten selbstverletzendes Verhalten. Auch laut neueren Studien zeigen Trans-Jugendliche und Non-binäre eine deutlich erhöhte Rate an Suizidgedanken – Tendenz steigend.

LESEN SIE AUCH:

Schüsse auf Kinder
Judenhass, Trans-Radikalismus und psychische Probleme – was über den Schützen von Minneapolis bekannt ist

Redaktion • 68 

Katholische Schule
Täter von Minneapolis war transsexuell und schrieb „Kill Donald Trump“ auf sein Magazin

Redaktion • 25 

Ob der Amokläufer von Minneapolis unter diagnostizierten psychischen Problemen litt, ist bislang nicht bekannt. Dass er offensichtlich in einer wirren Gedankenwelt lebte, ist jedoch anhand seines Manifests mehr als eindeutig. Bemerkenswert ist bei seiner Tat aber vor allem, dass sich hier jetzt speziell der Hass auf konservativ-religiöse Schulen richtet – gerade oft aus einer Art Rache- oder Feindgedanken heraus. Er fantasierte etwa darüber, speziell streng-religiöse Christen, Juden oder eben den Republikaner US-Präsident Donald Trump zu töten. Solche Rache-Gewaltfantasien – die dann in die Tat umgesetzt werden – hängen womöglich auch damit zusammen, dass der Umgang von US-Konservativen mit Trans-Themen von ihren Gegnern zunehmend ins Groteske skandalisiert wird.

Republikanische Vorhaben, etwa Geschlechtsumwandlungen bei Minderjährigen zu untersagen, werden gerade von Demokraten sehr oft als Angriff auf Trans-Personen selbst dargestellt. Nicht selten hört man von Trans-Aktivisten in den USA, dass entsprechende Gesetze, einen „Trans-Genozid“ darstellen würden. Es ginge darum, Transgender „auszulöschen“, heißt es dabei von linker Seite immer wieder.

Werbung

„Protect Trans Kids“ („Schützt Trans-Kinder“) vor Republikanern ist aufseiten der Demokraten längst ein gängiges Schlagwort. Dabei geht es bei den Gesetzesvorhaben offensichtlich darum, langfristige körperliche Schäden bis zur Volljährigkeit zumindest zu verzögern, also um eine Form von Jugendschutz – nicht den Trans-Kindern selbst irgendwas anzutun. Aber genau so wird es nur zu gerne präsentiert.

Inhalt von X anzeigen

Click here to display content from Twitter.
Erfahre mehr in der Datenschutzerklärung von X.

 Inhalt von X immer anzeigen

tweet direkt öffnen

Wenn also bereits Aktivisten und Politiker dies als eine Art „Auslöschung“ oder „Genozid“ darstellen, ist es dann auch nicht verwunderlich, dass mental instabile Jugendliche den entsprechenden Schluss daraus ziehen, auch mit Waffengewalt auf vermeintlich „genozidale“ Tendenzen ihres konservativen Umfelds zu reagieren.

Oft ist nämlich schon im politischen Diskurs ein „Widerstand“ gegen solche Jugendschutz-Vorhaben mit aggressiver Rhetorik und Symbolik verbunden. Auch Peggy Flanagan, die Vize-Gouverneurin des Bundesstaates Minnesota, wo nun der Amoklauf stattfand, trat etwa schon in einem „Protect Trans Kids“-T-Shirt auf, das auch mit einem Messer geschmückt war. Eine Parteifreundin aus dem gleichen Bundesstaat, Abgeordnete Alicia Kozlowski, bezeichnete Vorschläge, Trans-Sportler nur in Wettbewerben ihres biologischen Geschlechts zuzulassen, als „staatlich-gestützten Genozid“.

Werbung

Natürlich sind sie damit nicht für entsprechende Gewalttaten verantwortlich, die hier etwa von einem psychisch kranken Schützen mit offensichtlich wirrer Gedankenwelt begangen wurden. Und viele politische Themen von Migration, Kriminalität bis hin zu Klima oder Wirtschaftspolitik werden in den USA nur zu gerne dramatisiert. Dennoch gibt es wohl kaum ein Thema in der aktuellen US-Politik, bei dem die alarmistische Darstellung („Trans-Genozid“ mit Widerstandsrhetorik) so weit von den tatsächlich diskutierten Maßnahmen (Geschlechtsumwandlungen erst ab 18 Jahren, getrennter Sport beziehungsweise Umkleiden oder WCs) entfernt ist.

Eins ist jedenfalls klar: Dass Trans-Schützen neuerlich bei tödlichen Amokläufen an US-Schulen überproportional vorkommen, ist inzwischen nicht mehr von der Hand zu weisen. Psychische Probleme und wirre Vorstellungen spielen dabei meist eine zentrale Rolle.

Teilen:   
Zu den Kommentaren (56) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/trans-amoklufer-in-den-usa-ein-beunruhigender-trend/"
2025-08-28,"Mehr als 50 Prozent des in Hamburg ausgezahlten Bürgergeldes geht an Ausländer","Hamburg zahlte im ersten Halbjahr 2025 rund 629 Mio. Euro Bürgergeld, davon gingen 340 Mio. Euro an Ausländer. Den größten Anteil unter den ausländischen Empfängern hatten Flüchtlinge aus der Ukraine mit 83 Millionen Euro, gefolgt von Afghanistan mit 64 Millionen und Syrien mit 38 Millionen.","Hamburg hat im ersten Halbjahr 2025 insgesamt 629 Millionen Euro für Bürgergeld ausgegeben. Laut einer Senatsantwort auf eine Anfrage der AfD gingen davon 340 Millionen Euro, also 54 Prozent, an Personen ohne deutschen Pass. Im Vorjahr lag der Anteil bei 53 Prozent. Bundesweit beträgt der Schnitt derzeit 47 Prozent. Zuerst berichtete Nius über den Fall.

Unter den ausländischen Empfängern entfiel der größte Kostenblock auf Flüchtlinge aus der Ukraine mit 83 Millionen Euro. Es folgten Migranten aus Afghanistan mit 64 Millionen Euro, Syrien mit 38 Millionen Euro und der Türkei mit 24 Millionen Euro. Auf Deutsche entfielen im selben Zeitraum 290 Millionen Euro.

Werbung

Die Ausgaben für ausländische Bürgergeld-Bezieher sind seit 2022 um 50 Prozent gestiegen. Insgesamt erhöhten sich die Bürgergeld-Kosten in Hamburg in diesem Zeitraum um 24,5 Prozent, bei deutschen Empfängern um 16 Prozent. Besonders deutlich war der Zuwachs bei ukrainischen Flüchtlingen mit plus 165 Prozent sowie bei Menschen aus Afghanistan mit plus 65 Prozent.

Parallel wuchs die Zahl der Haushalte, die mehr als 8000 Euro im Monat erhalten. Im ersten Halbjahr 2025 waren es 309 Bedarfsgemeinschaften, im Vorjahr 299. Darunter befanden sich überwiegend Familien mit mehreren Kindern, aber auch zehn Haushalte ohne Kinder. Zusätzlich erhielten 53 Haushalte über Asylbewerberleistungen mehr als 8000 Euro monatlich, meist Großfamilien in öffentlichen Unterkünften. Auch beim Wohngeld verzeichnet Hamburg eine deutliche Steigerung. Seit 2022 nahmen die Kosten um 196 Prozent zu. Der Senat führt dies auf Veränderungen im Wohngeldrecht zurück.

Werbung

Im Jahr 2024 summierten sich die Bürgergeld-Ausgaben bundesweit auf rund 46,9 Milliarden Euro. Davon entfielen 47,4 Prozent auf Ausländer. Insgesamt bezogen etwa 5,5 Millionen Menschen Bürgergeld, darunter rund vier Millionen erwerbsfähige Leistungsberechtigte. Die Bundesregierung hat angekündigt, das System zu reformieren.

ha

Teilen:   
Zu den Kommentaren (56) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/mehr-als-50-prozent-des-in-hamburg-ausgezahlten-brgergeldes-geht-an-auslnder/"
2025-08-28,"Die Kühltürme des Kernkraftwerks Gundremmingen werden am 25. Oktober gesprengt","Der jüngste Block des bayerischen AKW Gundremmingen wurde erst Ende 2021 stillgelegt. Markus Söder setzte sich erfolglos für eine Wiederinbetriebnahme ein. Jetzt schafft der Betreiber RWE Fakten und will die Kühltürme zerstören.","Deutschland setzt sein Selbstzerstörungswerk unbeirrt fort. Obwohl inzwischen selbst manchem Grünen klar geworden ist, dass der in Jahrzehnten erkämpfte Atomausstieg ein schwerer Fehler war, ist eine Umkehr nicht in Sicht. Nun hat der Energiekonzern RWE bekannt gegeben, wann er die Kühltürme seines Kernkraftwerks im bayerischen Gundremmingen am 25. Oktober sprengen will.

Das Landratsamt in Günzburg habe die Genehmigung der Sprengung erteilt, so ein RWE-Sprecher laut SWR. „Am 25. Oktober, mittags um 12 Uhr, sollen die 160 Meter hohen Kolosse Geschichte sein. Übrig bleiben dann rund 11.000 Tonnen Schutt“, berichtet der Sender.

Werbung

Block C, der jüngste Teil des RWE-Kernkraftwerks, wurde erst Ende 2021 stillgelegt. Kurz danach marschierten Russlands Truppen in die Ukraine ein, und Europa schlitterte in eine gefährliche Energiekrise. Gundremmingen C war eines jener sechs Kernkraftwerke, die man damals ohne unüberwindbare Schwierigkeiten wieder ans Netz bringen beziehungsweise weiterlaufen lassen könnte. Bayerns Ministerpräsident Markus Söder setzte sich dafür ein.

Doch ohne Erfolg. Wirtschaftsminister Robert Habeck und seine Grünen verhinderten eine Abkehr vom Atomausstieg mit einer trickreichen, regierungsamtlichen Desinformationskampagne, die in einem Untersuchungsausschuss des Bundestages aufgeklärt wurde. Allerdings trauten sich CDU und CSU, die diesen Ausschuss durchgesetzt haben, nicht, daraus die folgerichtigen Schlüsse zu ziehen. In den Koalitionsverhandlungen mit der SPD gaben sie das Ziel auf, eine Reaktivierung abgeschalteter Kernkraftwerke zumindest zu prüfen. Gundremmingen C wäre ein aussichtsreicher Kandidat gewesen.

Werbung

Dass es trotz der voranschreitenden Abrissarbeiten immer noch möglich wäre, deutsche Kernkraftwerke zu ertüchtigen, hat der Deutschlandchef des Nuklearkonzerns Westinghouse jüngst in einem Vortrag erläutert. „Rein technisch kann ein größerer Teil der Kraftwerke in Deutschland, die bereits teilweise zurückgebaut wurden, wieder angefahren werden“, sagte Martin Pache. „Technisch kein Problem. Terminlich, wirtschaftlich muss man es sich anschauen. Aber meiner Meinung nach wird es durchaus überraschende Ergebnisse geben.“ Er muss es wissen, denn sein Unternehmen arbeitet derzeit am Rückbau der Anlagen.

Teilen:   
Zu den Kommentaren (64) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/die-khltrme-des-kernkraftwerks-gundremmingen-werden-am-25-oktober-gesprengt/"
2025-08-28,"Migrantenbande attackiert 38-Jährigen in München mit Messer und raubt Bargeld","Eine fünfköpfige Migrantenbande hat am Mittwochnachmittag in München-Schwabing einen 38-Jährigen überfallen. Die Täter forderten sein Handy, attackierten ihn mit Schlägen und einem Messer und raubten Bargeld sowie Dokumente.","Am Mittwochnachmittag hat in der Lerchenauer Straße in München eine fünfköpfige Migrantenbande einen 38-Jährigen angegriffen. Nach Angaben der Polizei „traten ihm fünf bislang unbekannte Männer gegenüber und forderten sein Mobiltelefon“.

Der Mann wehrte sich, indem er gegen einen der Angreifer trat. Laut Polizei „verletzte dieser wiederum den 38-Jährigen mit einem Messer im Bereich des Fußes“. Danach schlugen alle fünf Täter gemeinsam auf ihn ein. „Im weiteren Verlaufen schlugen alle fünf Personen auf den 38-Jährigen ein und entwendeten ihm persönliche Dokumente sowie Bargeld in Höhe von mehreren hundert Euro“, heißt es in der Mitteilung.

Werbung

Die Männer flüchteten, während das Opfer den Tatort ebenfalls verließ. Erst später wandte er sich über eine Passantin an die Polizei. Eine medizinische Behandlung lehnte er ab. Zuständig für die Ermittlungen ist das Kommissariat 21.

Die Männer sollen nach Polizeiangaben etwa 25 Jahre alt sein und eine südosteuropäische Erscheinung haben. Einer von ihnen sei rund 1,90 Meter groß und kräftig, mit kurzen schwarzen Haaren und schwarzem Vollbart.

Werbung

Die Polizei bittet um Hinweise. Zeugen, die im Bereich Lerchenauer Straße und Winzererstraße Beobachtungen gemacht haben, werden gebeten, sich unter Tel. 089/2910-0 zu melden.

cm

Teilen:   
Zu den Kommentaren (79) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/migrantenbande-attackiert-38-jhrigen-in-mnchen-mit-messer-und-raubt-bargeld/"
2025-08-28,"Ein Kleinkind spielt Philosophenkönig: Habecks peinlicher Auftritt bei Lanz – Apollo","Bei Markus Lanz will Robert Habeck dem Zuschauer vor allem eines verdeutlichen: Dass er durch das schlechte Wahlergebnis, das er für die Grünen eingefahren hat, überhaupt nicht getroffen wurde. Doch der Trotzanfall springt ihm aus dem Gesicht. Larissa Fußer aus dem Apollo Newsroom.","Teilen:   
Zu den Kommentaren (42) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/ein-kleinkind-spielt-philosophenkoenig-habecks-peinlicher-auftritt-bei-lanz-apollo/"
2025-08-28,"Herne: Staatsschutz ermittelt nach Angriff auf Wahlkampfstand von AfD-Oberbürgermeisterkandidat","In Herne ist der Wahlkampfstand des AfD-Oberbürgermeisterkandidaten Daniel Zerbin attackiert worden. Nach seinen Angaben trat ein Mann in der Wanner Fußgängerzone mit voller Wucht gegen den Infostand.","In Herne ist der Infostand des AfD-Oberbürgermeisterkandidaten Daniel Zerbin attackiert worden. Nach seinen Angaben trat am Mittwochvormittag ein Mann in der Wanner Fußgängerzone „mit voller Wucht gegen den Tresen am Infostand“, der daraufhin auf ihn geschleudert wurde. Zerbin blieb unverletzt.

Auf seiner Facebook-Seite bezeichnete der 52-jährige Bundestagsabgeordnete den Vorfall als „eine feige Attacke und einen gezielten Angriff“. Weiter schrieb er: „Unvermittelt und hasserfüllt trat ein Mann mit voller Wucht gegen den Tresen am Infostand, dieser schleuderte auf Prof. Dr. Daniel Zerbin.“ Der Täter sei „äußerst aggressiv“ gewesen und habe auf der Flucht fotografiert werden können.

Werbung

In seinem Beitrag schrieb Zerbin: „Es ist schlimm, wenn sich Menschen dazu bemächtigt fühlen, mit Gewalt gegen Politiker vorzugehen. Es war nur eine Frage der Zeit, wann in Herne derartiges passiert.“ Die AfD lehne Gewalt ab und werde „weiterhin friedlich für unsere Positionen und kommunalpolitischen Ziele werben“.

Eine Polizeisprecherin bestätigte den Vorfall gegenüber der WAZ. „Es gibt keine Verletzten“, sagte sie. Die AfD habe Anzeige wegen Sachbeschädigung und Beleidigung gestellt. Der Staatsschutz ermittelt und sucht nach dem bislang unbekannten Täter.

Werbung

Wie die WAZ weiter berichtet, war es in der vergangenen Woche bereits zu Sachbeschädigungen im Kommunalwahlkampf gekommen. Auf der Edmund-Weber-Straße wurden nach Angaben des Piraten-Kandidaten Lars Wind rund 20 Wahlplakate seiner Partei zerstört oder entwendet.

cm

Teilen:   
Zu den Kommentaren (31) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/herne-staatsschutz-ermittelt-nach-angriff-auf-wahlkampfstand-von-afd-oberbrgermeisterkandidat/"
2025-08-28,"50 Passagiere: Nächste Landung von Afghanen-Flieger steht an","Am Montag soll erneut ein Flieger mit Afghanen in Deutschland landen. Rund 50 Personen werden aus Pakistan nach Hannover geflogen – nur ein Bruchteil sind Ortskräfte.","Die nächsten Flüge aus Pakistan nach Deutschland, um Afghanen in die Bundesrepublik einzufliegen, sind bereits geplant. Bild berichtet von einem Flieger, der bereits am kommenden Montag in Hannover landen soll. An Bord sollen sich ungefähr 50 Personen befinden, berichtet die Zeitung unter Berufung auf informierte Kreise im Auswärtigen Amt.

Unter diesen rund 50 Personen befinden sich lediglich rund ein Dutzend unmittelbar gefährdete Personen. Diese sind die sogenannten „Hauptantragssteller“ – bei ihnen handelt es sich meistens um Ortskräfte, die mit der Bundeswehr in Afghanistan zusammengearbeitet hatten, oder um Personen, die wegen politischen oder gesellschaftlichen Engagements von den Taliban verfolgt werden.

Werbung

Beim Rest der rund 50 Passagiere handelt es sich laut dem Auswärtigen Amt um „Familienangehörige“. Alle Personen an Bord seien vorher „vollständig sicherheitsüberprüft“ worden, berichtet Bild unter Berufung auf Sicherheitskreise. Sie wurden also vor Ort in Islamabad durch alle relevanten deutschen Behörden individuell überprüft, heißt es.

Die Flüge, mit denen Afghanen aus Pakistan nach Deutschland gebracht werden, sind politisch hochumstritten. Zuletzt gab es berechtigte Bedenken wegen der oft laxen Überprüfung von Papieren auf ihre Echtheit. Insbesondere das Auswärtige Amt unter der ehemaligen Ministerin Annalena Baerbock hatte die Flüge trotzdem forciert. Anweisungen, über Fälschungen hinwegzusehen, ergingen teilweise direkt aus Berlin an die Botschaft (lesen Sie hier mehr).

Werbung

Die Flüge waren daher ausgesetzt worden – jetzt setzt Deutschland sie fort. Die neue Bundesregierung folgt damit einer Gerichtsentscheidung, nach der alle 2300 Personen, die bereits eine Aufnahmezusage erhalten hatten, auch nach Deutschland gebracht werden müsste.

LESEN SIE AUCH:

340 Millionen Euro
Mehr als 50 Prozent des in Hamburg ausgezahlten Bürgergeldes geht an Ausländer

Redaktion • 55 

Zehn Jahre später
Auf Veranstaltung: Merkel verteidigt „Wir schaffen das“-Satz erneut – und räumt einen naiven Fehler ein

Redaktion • 100 

Die Probleme bleiben derweil unverändert bestehen: Ein hochrangiger Beamter des Auswärtigen Amtes, der mit den Vorgängen betraut ist, äußerte in dem Bild-Bericht Bedenken wegen der „äußerst schwierigen Dokumentenlage“ in Afghanistan und kritisiert „die politische Entscheidung, die Aufnahmeprogramme fortzusetzen, als „nicht nachvollziehbar“. Apollo News hatte jüngst umfangreich über die Probleme dieser Fortsetzung berichtet.

mro

Teilen:   
Zu den Kommentaren (66) 

 Einmalig
 Monatlich
Apollo News unterstützen
Zahlungsoptionen:
 Pay
 Pay
10 € 
15 € 
25 € 
50 € 
100 € 
 Weiter zum Zahlen
 Bank-Überweisung","https://apollo-news.net/50-passagiere-naechste-landung-von-afghanen-flieger-steht-an/"
