"id","title","teaser","categories","lastModified","created","publishedAt","authors","url","article_text"
"97341","Skandale ohne Ende: Wann tritt Wolfram Weimer zurück? | Matissek (ansage.org) ordnet ein","","Politik","2025-12-03T07:59:24+00:00","2025-12-03T07:59:24+00:00","2025-12-03T07:59:24+00:00","","https://deutschlandkurier.de/2025/12/skandale-ohne-ende-wann-tritt-wolfram-weimer-zurueck-matissek-ansage-org-ordnet-ein/",""
"97344","Mehrheit nicht sicher: Chaos-Koalition zittert Rentenabstimmung im Bundestag entgegen","Gut 48 Stunden vor der für Freitag (5.Dezember) angesetzten Abstimmung im Deutschen Bundestag über das Rentenpaket der Chaos-Koalition gibt es widersprüchliche Meldungen über das Abstimmungsverhalten der „Jungen Gruppe“ (18 Abgeordnete) in der CDU/CSU-Fraktion. Nach zahlreichen Nein-Stimmen bei einer Probeabstimmung will die Fraktionsführung es nun genau wissen: Wer von den CDU/CSU-Abgeordneten im Parlament gegen die Regierungspläne […]","Politik","2025-12-04T10:24:03+00:00","2025-12-03T08:52:54+00:00","2025-12-03T08:52:54+00:00","","https://deutschlandkurier.de/2025/12/mehrheit-nicht-sicher-chaos-koalition-zittert-rentenabstimmung-im-bundestag-entgegen/","Gut 48 Stunden vor der für Freitag (5.Dezember) angesetzten Abstimmung im Deutschen Bundestag über das Rentenpaket der Chaos-Koalition gibt es widersprüchliche Meldungen über das Abstimmungsverhalten der „Jungen Gruppe“ (18 Abgeordnete) in der CDU/CSU-Fraktion. Nach zahlreichen Nein-Stimmen bei einer Probeabstimmung will die Fraktionsführung es nun genau wissen: Wer von den CDU/CSU-Abgeordneten im Parlament gegen die Regierungspläne votieren wolle, sollte das bis heute, 3.Dezember, 12.00 Uhr, offiziell mitteilen.

Zwischen 10 und 20 Nein-Stimmen

In der Fraktionssitzung am Dienstag (2. Dezember) wurde per Handzeichen abgestimmt. Nach unterschiedlichen Darstellungen lag die Zahl der Nein-Stimmen zwischen 10 und 20. Außerdem gab es mehrere Enthaltungen. Am Freitag würde es jedoch auf jede Stimme ankommen, weil die Koalition aus CDU, CSU und SPD nur über eine Mehrheit von 12 Mandaten verfügt.

Die Fraktionsspitze geht davon aus, dass ein großer Teil der Gegenstimmen bei der Probeabstimmung lediglich als „Zeichen des Unmuts“ zu werten sei, aber noch nichts über das tatsächliche Abstimmungsverhalten aussagen würde. Einige Redner sollen in der Fraktionssitzung angekündigt haben, dass sie im Plenum anders stimmen wollten. „Wir sind sehr zuversichtlich, dass wir es am Freitag hinbekommen“, sagte Fraktionsgeschäftsführer Steffen Bilger.

Merz droht Renten-Rebellen: Schaue genau hin…

Fraktionschef Jens Spahn (CDU) erhöht derweil den Druck auf die Renten-Rebellen in der Union. Es gehe um „mehr als eine Sachfrage“. Dies wurde in der CDU/CSU als Hinweis auf die Brüchigkeit der schwarz-roten Koalition verstanden.

Kanzler Friedrich Merz (CDU) soll in der Fraktionssitzung gedroht haben, er sehe genau hin, wer klatscht und wer nicht. Dies wurde in der CDU/CSU als ein Wink mit dem sprichwörtlichen Zaunpfahl verstanden, dass Abweichler ihres Platzes auf den Landeslisten nicht mehr sicher sein könnten.

Ungeachtet dieser Drohkulisse bekräftigte der Vorsitzende der Jungen Union (JU), Johannes Winkel, im CDU-Vorstand sein Nein zum Rentenpaket in der jetzigen Form. Der JU-Chef habe deutlich gemacht, dass er dem „so nicht zustimmen kann“, sagte CDU-Generalsekretär Carsten Linnemann nach der Vorstandssitzung am Montag (1.Dezember) in Berlin.

Darum geht der Streit

Entscheidender Streitpunkt ist die sogenannte „Haltelinie“. Sie schreibt das Rentenniveau bis zum Jahr 2031 auf 48 Prozent des aktuellen Durchschnittseinkommens fest und gilt nach Abzug der Sozialabgaben vor Steuern. Ohne diese gesetzliche Rentengarantie würde das Niveau der Altersversorgung von der Lohnentwicklung abgekoppelt. Das Bundesarbeitsministerium schätzt, dass das Rentenniveau in der Folge bis 2031 um einen Prozentpunkt sinken würde.

Schon jeder vierte Euro geht in die Rente

Der vom Bundeskabinett beschlossene Gesetzentwurf geht allerdings noch darüber hinaus: Für 2035 sehen die Regierungspläne ein Renten-Niveau von dann noch 46,7 Prozent und für 2040 von 46 Prozent der Durchschnittslöhne vor. Damit läge das Niveau jeweils einen Prozentpunkt höher als ohne das neue Gesetz. Die Renten-Rebellen kritisieren, dass das Rentenpaket mit Zusatzkosten von 120 Milliarden Euro allein in den kommenden Jahren auf Kosten vor allem der jungen Generation gehe.

Laut Gesetzentwurf belaufen sich die Rentenausgaben 2025 auf etwa 394 Milliarden Euro. In den kommenden Jahren steigen sie dann rapide an. Mit der „Haltelinie“ bis 2031 dürften es dann bereits rund 518 Milliarden Euro sein, im Jahr 2040 sogar 677,5 Milliarden Euro.

Vom Staat – sprich: Steuerzahler – kommt im laufenden Jahr ein Zuschuss von 122,5 Milliarden Euro. Damit fließt schon jetzt jeder vierte Euro aus dem Bundeshaushalt in die Rente!"
"97347","Korruptions-Sumpf: Spekulationen über Selenskyj-Rücktritt an Silvester – US-General fordert Verhaftung des Präsidenten","In Kiew brodelt die Gerüchteküche. Spekuliert wird über einen baldigen Rücktritt von Wolodymyr Selenskyj im Zusammenhang mit dem jüngsten Korruptions-Skandal. Der ukrainische Präsident könnte möglicherweise schon in der Silvesternacht seinen Rücktritt erklären, heißt es. Hintergrund ist: Die Spuren im ukrainischen Korruptions-Sumpf führen in Selenskyj’s engstes Umfeld. Der Noch-Machthaber in Kiew gerät zunehmend unter Druck. Zuletzt […]","Ukraine","2025-12-03T09:31:06+00:00","2025-12-03T09:31:06+00:00","2025-12-03T09:31:06+00:00","","https://deutschlandkurier.de/2025/12/korruptions-sumpf-spekulationen-ueber-selenskyj-ruecktritt-an-silvester-us-general-fordert-verhaftung-des-praesidenten/","In Kiew brodelt die Gerüchteküche. Spekuliert wird über einen baldigen Rücktritt von Wolodymyr Selenskyj im Zusammenhang mit dem jüngsten Korruptions-Skandal. Der ukrainische Präsident könnte möglicherweise schon in der Silvesternacht seinen Rücktritt erklären, heißt es.

Hintergrund ist: Die Spuren im ukrainischen Korruptions-Sumpf führen in Selenskyj’s engstes Umfeld. Der Noch-Machthaber in Kiew gerät zunehmend unter Druck. Zuletzt sah sich Selenskyj gezwungen, seinen Stabschef Andrej Jermak zu entlassen. Außerdem halten sich in Kiew hartnäckig Gerüchte über einen möglichen Militärputsch zur Absetzung von Selenskyj.

Unterdessen hat der frühere US-General Michael Flynn die Verhaftung des ukrainischen Staatschefs gefordert. Flynn war zu Beginn der ersten Amtszeit von Donald Trump Nationaler Sicherheitsberater des US-Präsidenten. Der Ex-General wird in den sozialen Medien mit der Aussage zitiert: „Der Versager Selenskyj und sein korrupter innerer Zirkel müssen verhaftet werden – die gestohlenen Milliardenbeträge müssen zurückgeholt werden.“

Angeheizt wurden die Rücktritts-Gerüchte um Selenskyj von Wladimir Petrow, der als einer der führenden politischen Strategen im Präsidialamt gilt. Er soll angeblich gesagt haben, dass Selenskyj an Silvester seinen Rücktritt bekannt geben könnte.

Fest steht indes: Es wird eng für Selenskyj. Der Korruptions-Skandal fällt immer mehr auf ihn selbst zurück. Das Ansehen des Präsidenten in der kriegsmüden Bevölkerung sinkt rapide."
"97352","Korrupte EU: Ex-Außenbeauftragte Mogherini nach Razzia festgenommen","Gegen die ehemalige EU-Außenbeauftragte Frederica Mogherini laufen Ermittlungen wegen des Verdachts der Korruption und des Missbrauchs von Steuergeldern. Die Italienerin wurde nach einer Razzia in der EU-Außenbehörde in Polizeigewahrsam genommen, wie die Nachrichtenagentur AFP unter Berufung auf Ermittlungskreise meldete. In dem Verfahren geht es um Gelder der Elite-Universität College of Europe in Brügge, der die […]","EU","2025-12-03T10:30:46+00:00","2025-12-03T10:28:27+00:00","2025-12-03T10:28:27+00:00","","https://deutschlandkurier.de/2025/12/korrupte-eu-ex-aussenbeauftragte-mogherini-nach-razzia-festgenommen/","Gegen die ehemalige EU-Außenbeauftragte Frederica Mogherini laufen Ermittlungen wegen des Verdachts der Korruption und des Missbrauchs von Steuergeldern. Die Italienerin wurde nach einer Razzia in der EU-Außenbehörde in Polizeigewahrsam genommen, wie die Nachrichtenagentur AFP unter Berufung auf Ermittlungskreise meldete.

In dem Verfahren geht es um Gelder der Elite-Universität College of Europe in Brügge, der die frühere EU-Chefdiplomatin inzwischen als Rektorin vorsteht. Mogherini war von 2014 bis 2019 EU-Außenbeauftragte. Bei der Durchsuchung von Räumen des Europäischen Auswärtigen Dienstes in Brüssel gab es insgesamt drei Festnahmen."
"97358","USA: Donald Trump erklärt alle Begnadigungen durch Joe Biden für ungültig","US-Präsident Donald Trump hat alle Begnadigungen, die sein Amtsvorgänger Joe Biden ausgesprochen hat, für ungültig erklärt. Er begründete diese Entscheidung damit, dass Biden die Dekrete nicht selbst unterschrieben habe, sondern dass die Dokumente mit einer Maschine signiert wurden. Die so unterzeichneten Schriftstücke seien ungültig und hätten keine rechtliche Wirkung mehr, schrieb Trump auf seiner Plattform […]","Ausland","2025-12-03T11:06:25+00:00","2025-12-03T11:06:25+00:00","2025-12-03T11:06:25+00:00","","https://deutschlandkurier.de/2025/12/usa-donald-trump-erklaert-alle-begnadigungen-durch-joe-biden-fuer-ungueltig/","US-Präsident Donald Trump hat alle Begnadigungen, die sein Amtsvorgänger Joe Biden ausgesprochen hat, für ungültig erklärt. Er begründete diese Entscheidung damit, dass Biden die Dekrete nicht selbst unterschrieben habe, sondern dass die Dokumente mit einer Maschine signiert wurden.

Die so unterzeichneten Schriftstücke seien ungültig und hätten keine rechtliche Wirkung mehr, schrieb Trump auf seiner Plattform Truth Social. Die Signiermaschine, auch bekannt unter dem Namen Autopen, ist ein Gerät zur maschinellen Nachbildung einer Unterschrift.

Trump argumentiert, die Biden-Regierung habe den Autopen oft ohne Wissen Bidens eingesetzt. Hintergrund ist: Selbst aus den Reihen der Demokraten waren wiederholt Zweifel daran geäußert worden, ob Biden am Ende seiner Präsidentschaft noch amtsfähig war. Trump ließ deshalb auch das offizielle Porträt Bidens in der neuen Fotogalerie des Weißen Hauses („Walk of Fame“) durch die Aufnahme eines Unterschriftenautomaten ersetzen.

Streit um Begnadigung von Hunter Biden

Donald Trump hat jetzt die Konsequenzen aus der länger andauernden politischen Debatte über das Begnadigungsrecht durch Präsidenten gezogen. Auslöser war die bereits vor einem Jahr erfolgte Begnadigung von Bidens Sohn Hunter.

Dieser war im Juni 2024 wegen illegalen Besitzes einer Schusswaffe verurteilt worden. Im September 2024 hatte sich Hunter Biden in einem Verfahren wegen Steuerhinterziehung schuldig bekannt. Ihm drohte eine Freiheitsstrafe von bis zu 25 Jahren, das genaue Strafmaß stand noch nicht fest. Die Begnadigung hatte für deutliche Kritik seitens der Republikaner gesorgt.

Auch Trump hat von seinem Begnadigungsrecht umfassend Gebrauch gemacht. In den ersten zehn Monaten seiner zweiten Amtszeit erließ er 70 Begnadigungen – allerdings mit eigenhändiger Unterschrift und im Vollbesitz seiner geistigen Kräfte."
"97360","Sanktions-Irrsinn: EU will ab 2027 kein Gas mehr aus Russland beziehen","Spätestens Ende 2027 will die EU vollkommen unabhängig von russischem Erdgas sein. Das sieht eine Einigung zwischen Vertretern der Regierungen der Mitgliedstaaten und des Europaparlaments vor. Die neuen Regeln sollen bereits bestehende Sanktionen mit Einfuhrbeschränkungen ergänzen. Demnach soll die Einfuhr von russischem Gas über Pipelines auf Grundlage von langfristigen Verträgen bis spätestens 1. November 2027 […]","EU","2025-12-04T10:25:40+00:00","2025-12-03T11:40:57+00:00","2025-12-03T11:40:57+00:00","","https://deutschlandkurier.de/2025/12/sanktions-irrsinn-eu-will-ab-2027-kein-gas-mehr-aus-russland-beziehen/","Spätestens Ende 2027 will die EU vollkommen unabhängig von russischem Erdgas sein. Das sieht eine Einigung zwischen Vertretern der Regierungen der Mitgliedstaaten und des Europaparlaments vor. Die neuen Regeln sollen bereits bestehende Sanktionen mit Einfuhrbeschränkungen ergänzen.

Demnach soll die Einfuhr von russischem Gas über Pipelines auf Grundlage von langfristigen Verträgen bis spätestens 1. November 2027 komplett eingestellt werden. Ausnahmen sind für Binnenländer wie Ungarn und die Slowakei vorgesehen, die kurzzeitig noch länger Erdgas aus Russland beziehen dürfen sollen. Beide Länder sind in hohem Maße von russischen Erdgaslieferungen abhängig. Schon mehrfach haben Ungarn und die Slowakei den Sanktions-Irrsinn der EU deshalb blockiert.

Mit Blick darauf lässt der neue Sanktions-Irrsinn denn auch eine Hintertür offen, falls die Versorgungssicherheit eines oder mehrerer Mitgliedstaaten ernsthaft gefährdet sein sollte. Bei einem solchen Notstand könnte die EU-Kommission den betroffenen EU-Ländern erlauben, Einfuhrverbote für Gas auszusetzen."
"97364","Lennard Scharpe (AfD): Die deutsche Jugend wacht auf!","Die Gründung der neuen AfD-Jugendorganisation, der Generation Deutschland (GD), am vergangenen Wochenende in Gießen sorgte deutschlandweit für Aufsehen! Im exklusiven Interview mit dem Deutschland-Kurier🇩🇪 erklärt der Finanzbeauftragte der GD, Lennard Scharpe, die brisanten Hintergründe und Ziele der Jugendorganisation!","AfD","2025-12-03T11:55:10+00:00","2025-12-03T13:00:04+00:00","2025-12-03T13:00:04+00:00","","https://deutschlandkurier.de/2025/12/lennard-scharpe-afd-die-deutsche-jugend-wacht-auf/","Die Gründung der neuen AfD-Jugendorganisation, der Generation Deutschland (GD), am vergangenen Wochenende in Gießen sorgte deutschlandweit für Aufsehen! Im exklusiven Interview mit dem Deutschland-Kurier🇩🇪 erklärt der Finanzbeauftragte der GD, Lennard Scharpe, die brisanten Hintergründe und Ziele der Jugendorganisation!"
"97370","Trump mach Ernst: US-Regierung stoppt Migration aus 19 Ländern!","Die USA haben alle Einwanderungsanträge von Migranten aus 19 Ländern gestoppt. Dies geht aus einer Mitteilung des US-Heimatschutzministeriums hervor. Als Grund werden Sicherheitsbedenken angegeben. In diesem Zusammenhang wird auch der Angriff eines Afghanen auf zwei Nationalgardisten unweit des Weißen Hauses in Washington D.C. erwähnt. Eine US-Soldatin erlag im Krankenhaus ihren schweren Schussverletzungen. Der nun verhängte […]","Ausland","2025-12-03T14:06:53+00:00","2025-12-03T14:06:53+00:00","2025-12-03T14:06:53+00:00","","https://deutschlandkurier.de/2025/12/trump-mach-ernst-us-regierung-stoppt-migration-aus-19-laendern/","Die USA haben alle Einwanderungsanträge von Migranten aus 19 Ländern gestoppt. Dies geht aus einer Mitteilung des US-Heimatschutzministeriums hervor. Als Grund werden Sicherheitsbedenken angegeben. In diesem Zusammenhang wird auch der Angriff eines Afghanen auf zwei Nationalgardisten unweit des Weißen Hauses in Washington D.C. erwähnt. Eine US-Soldatin erlag im Krankenhaus ihren schweren Schussverletzungen.

Der nun verhängte Stopp für Einreiseanträge betrifft 19 Länder, die von der US-Regierung teilweise als „Terrorstaaten“ betrachtet werden. Betroffen sind unter anderm Afghanistan, Haiti, der Iran, der Jemen, Kuba, Somalia, der Sudan und Venezuela.

Zuvor waren als Reaktion auf den Angriff in der US-Hauptstadt sämtliche Asylverfahren ausgesetzt worden. Der Angreifer, ein 29-jähriger Afghane, wurde festgenommen und wegen Mordes angeklagt. Sein Motiv blieb zunächst weiter unklar.

Trump: „Ich will sie nicht in unserem Land haben!“

US-Präsident Donald Trump hat sich in Sonderheit Somalia vorgenommen. Er nannte den schwarzafrikanischen Staat, dessen Hauptstadt Mogadischu eine der höchsten Mordraten weltweit aufweist, ein „miserables Land“. Die linksgrün-woke Kamarilla nicht nur in den USA schäumt vor Wut: Trump bezeichnete Somalier indirekt als „Müll“.

Der US-Präsident sagte wörtlich: „Ich will sie nicht in unserem Land haben. Ich bin ehrlich. Manche sagen vielleicht: ‚Oh, das ist politisch nicht korrekt.‘ Das ist mir egal. Ich will sie nicht in unserem Land haben!“ Trump warnte am Ende einer Kabinettssitzung in Washington, die USA würden „den falschen Weg einschlagen, wenn wir weiterhin Müll in unser Land lassen“.

Bereits mehrfach hat Trump illegale Migration als Hauptgrund für gesellschaftliche Probleme in den USA benannt. Zuletzt verwies er auf den Bundesstaat Minnesota. Dieser sei „von Hunderttausenden Flüchtlingen aus Somalia übernommen“ worden."
"97373","Terrorismus: Zwei IS-Mitglieder in NRW und Rheinland-Pfalz festgenommen","Die Bundesanwaltschaft hat zwei mutmaßliche IS-Mitglieder in Trier und Delbrück (Kreis Paderborn) festnehmen lassen. Die Festnahmen erfolgten auf Grundlage von Haftbefehlen des Ermittlungsrichters des Bundesgerichtshofs, teilte die Karlsruher Justizbehörde mit. Den beiden Irakern wird vorgeworfen, in den Jahren 2016 und 2017 im Irak Mitglieder der terroristischen Vereinigung „Islamischer Staat“ (IS) gewesen zu sein. Einer der […]","Terrorismus","2025-12-03T14:24:12+00:00","2025-12-03T14:24:12+00:00","2025-12-03T14:24:12+00:00","","https://deutschlandkurier.de/2025/12/terrorismus-zwei-is-mitglieder-in-nrw-und-rheinland-pfalz-festgenommen/","Die Bundesanwaltschaft hat zwei mutmaßliche IS-Mitglieder in Trier und Delbrück (Kreis Paderborn) festnehmen lassen. Die Festnahmen erfolgten auf Grundlage von Haftbefehlen des Ermittlungsrichters des Bundesgerichtshofs, teilte die Karlsruher Justizbehörde mit. Den beiden Irakern wird vorgeworfen, in den Jahren 2016 und 2017 im Irak Mitglieder der terroristischen Vereinigung „Islamischer Staat“ (IS) gewesen zu sein. Einer der Männer soll sich unter anderem für ein IS-Scharia-Komitee betätigt haben, während der andere als Kämpfer eingesetzt gewesen sein soll.

Im Zusammenhang mit den Festnahmen gab es auch Durchsuchungen in mehreren deutschen Städten."
"97367","AfD-Haushaltsplan 2026: Sparen statt Schulden! | Jurij Kofner und Reinhard Mixl (AfD)","Fast 182 Milliarden neue Schulden sind für 2026 vorgesehen – ein Haushalt aus Luftschlössern, Wunschdenken und ideologischer Verblendung! Der Chefökonom des Instituts für konservative Wirtschaftspolitik, Jurij Christopher Kofner (AfD) und der bayerische AfD-Bundestagsabgeordnete Reinhard Mixl präsentieren dagegen einen alternativen Haushalt mit bis zu 60 Milliarden Euro Entlastungen – ohne neue Schulden!","Politik","2025-12-03T12:44:02+00:00","2025-12-03T15:00:24+00:00","2025-12-03T15:00:24+00:00","","https://deutschlandkurier.de/2025/12/afd-haushaltsplan-2026-sparen-statt-schulden-jurij-kofner-und-reinhard-mixl-afd/","Fast 182 Milliarden neue Schulden sind für 2026 vorgesehen – ein Haushalt aus Luftschlössern, Wunschdenken und ideologischer Verblendung!

Der Chefökonom des Instituts für konservative Wirtschaftspolitik, Jurij Christopher Kofner (AfD) und der bayerische AfD-Bundestagsabgeordnete Reinhard Mixl präsentieren dagegen einen alternativen Haushalt mit bis zu 60 Milliarden Euro Entlastungen – ohne neue Schulden!"
