"id","title","teaser","categories","lastModified","created","publishedAt","authors","url","article_text"
"94601","Bundesrechnungshof: Klingbeil (SPD) treibt Deutschland in den Schuldenstaat","Der Bundesrechnungshof (BRH) hat Bundesfinanzminister Lars Klingbeil (SPD) scharf gerügt und ihm vorgeworfen, den Bund in eine Schuldenspirale zu treiben. Staatliche Kernaufgaben könnten dauerhaft nicht mehr aus den Einnahmen finanziert werden, heißt es in einem Gutachten zum Etat 2026, den der Deutsche Bundestag heute (18. September) verabschieden will. Der Bund lebe „strukturell über seine Verhältnisse“, […]","Politik","2025-09-18T08:19:48+00:00","2025-09-18T08:19:48+00:00","2025-09-18T08:19:48+00:00","","https://deutschlandkurier.de/2025/09/bundesrechnungshof-klingbeil-spd-treibt-deutschland-in-den-schuldenstaat/","Der Bundesrechnungshof (BRH) hat Bundesfinanzminister Lars Klingbeil (SPD) scharf gerügt und ihm vorgeworfen, den Bund in eine Schuldenspirale zu treiben. Staatliche Kernaufgaben könnten dauerhaft nicht mehr aus den Einnahmen finanziert werden, heißt es in einem Gutachten zum Etat 2026, den der Deutsche Bundestag heute (18. September) verabschieden will.

Der Bund lebe „strukturell über seine Verhältnisse“, monieren die Rechnungsprüfer. Steigende Bundesausgaben seien nicht von einer im gleichen Ausmaß wachsenden Leistungsfähigkeit des Bundes gedeckt. „Wer plant, im Jahr 2026 fast jeden dritten Euro ‚auf Pump‘ zu finanzieren, ist von einer soliden Finanzwirtschaft weit entfernt“, rügt der BRH und warnt: Immer neue Schulden mindern den Reformdruck. Konsequenz: „In der mittleren Frist wird so ein Bundeshaushalt entstehen, in dem ein ganz erheblicher Anteil für Zinslasten gebunden ist.“

Klingbeil plant für 2026 mit Ausgaben von rund 520 Milliarden Euro. Allein im Kernhaushalt sollen Schulden von fast 90 Milliarden aufgenommen werden. Dazu kommen mehr als 84 Milliarden Euro Kredite aus Sondertöpfen. Das macht insgesamt rund 174 Milliarden Euro neue Schulden."
"94604","Neuer Versorgungsposten: Merz will „Investment Officer“ berufen","Bundeskanzler Friedrich Merz (CDU) will den neuen Posten eines „Chief Investment Officer“ schaffen. Sein Auftrag: Er soll laut Medienberichten zentraler Ansprechpartner für ausländische Investoren sein und aktiv für die „Vorteile“ des Wirtschaftsstandortes Deutschland werben. Als Favorit für den Job gilt Jörg Kukies (SPD). Der Vertraute von Ex-Kanzler Olaf Scholz (SPD) war nach dem Bruch der […]","Politik","2025-09-18T08:21:47+00:00","2025-09-18T08:21:47+00:00","2025-09-18T08:21:47+00:00","","https://deutschlandkurier.de/2025/09/neuer-versorgungsposten-merz-will-investment-officer-berufen/","Bundeskanzler Friedrich Merz (CDU) will den neuen Posten eines „Chief Investment Officer“ schaffen. Sein Auftrag: Er soll laut Medienberichten zentraler Ansprechpartner für ausländische Investoren sein und aktiv für die „Vorteile“ des Wirtschaftsstandortes Deutschland werben.

Als Favorit für den Job gilt Jörg Kukies (SPD). Der Vertraute von Ex-Kanzler Olaf Scholz (SPD) war nach dem Bruch der Ampel kurzzeitig Bundesfinanzminister und spielte als langjähriger Staatssekretär im Bundesfinanzministerium auch eine Rolle im Cum-Ex-Skandal um die Warburg-Bank."
"94607","Trotz 500 Milliarden Sonderschulden – Merz bricht das nächste Versprechen: Regierung hat kein Geld für Autobahnen!","An immer neuen Milliarden für die Ukraine soll es nicht fehlen – aber für kaputte Autobahnen und marode Brücken in Deutschland gibt es trotz gigantischer Schuldenprogramme nicht einen Cent! Es ist das nächste Versprechen, das CDU-Lügenkanzler Friedrich Merz gebrochen hat. Zu den großen Infrastrukturprojekten der schwarz-roten Bundesregierung gehören angeblich auch die kaputten Bundesfernstraßen und maroden […]","Deutschland","2025-09-19T14:59:21+00:00","2025-09-18T08:33:32+00:00","2025-09-18T08:33:32+00:00","","https://deutschlandkurier.de/2025/09/trotz-500-milliarden-sonderschulden-merz-bricht-das-naechste-versprechen-regierung-hat-kein-geld-fuer-autobahnen/","An immer neuen Milliarden für die Ukraine soll es nicht fehlen – aber für kaputte Autobahnen und marode Brücken in Deutschland gibt es trotz gigantischer Schuldenprogramme nicht einen Cent! Es ist das nächste Versprechen, das CDU-Lügenkanzler Friedrich Merz gebrochen hat.

Zu den großen Infrastrukturprojekten der schwarz-roten Bundesregierung gehören angeblich auch die kaputten Bundesfernstraßen und maroden Brücken hierzulande. Sie sollten neu gebaut und instand gesetzt werden. Jetzt hat CDU-Lügenkanzler Friedrich Merz auch dieses Versprechen gebrochen: Für 74 Autobahn-Großprojekte ist kein Geld da! War da nicht mal was, 500 Milliarden-Sonderschulden für die Infrastruktur und so?

Wegen einer milliardenschweren Finanzlücke „verzögert“ sich der Aus- und Neubau vieler Autobahnen. Bis 2029 gibt es einen zusätzlichen Bedarf von 5,5 Milliarden Euro, wie das Bundesverkehrsministerium bestätigte. Neue Freigaben zum Bau von Projekten aus dem Bedarfsplan für die Bundesfernstraßen seien vor dem Hintergrund der angespannten Haushaltslage aktuell nicht möglich.

Autobahn GmbH stoppt alle Ausschreibungen

Konkret geht es um 74 Planungsprojekte zum Aus- und Neubau von Autobahnen. Betroffen sind Nordrhein-Westfalen, Bayern, Hessen, Niedersachsen, Hamburg, Baden-Württemberg, Schleswig-Holstein und Rheinland-Pfalz. Nicht gebaut werden kann u.a. auf der A1 in Nordrhein-Westfalen, einer der wichtigsten Verkehrsadern Deutschlands. Die Autobahn GmbH hat alle Ausschreibungen gestoppt.

Wie die „Bild“-Zeitung unter Berufung auf Unterlagen des Verkehrsministeriums berichtet, fehlen aktuell für Unterhalt, Bau und Planung bei Bundesstraßen und Autobahnen bis 2029 knapp 15 Milliarden Euro – und das, obwohl Schwarz-Rot noch durch den alten Bundestag ein Billionen-Schuldenpaket gepeitscht hatte, das allein 500 Milliarden Euro für die Infrastruktur vorsah. Da fragt man sich: Wo ist das Geld geblieben?

Noch mehr Staus

Auf Basis der beschlossenen mittelfristigen Finanzplanung bis 2029 sei die Finanzierung der Bundesfernstraßen für die kommenden Jahre in vielen Bereichen nicht gesichert, heißt es jetzt. So drohe bei Bundesstraßen eine spürbare und kurzfristig einsetzende Verschlechterung der Fahrbahnen – bis hin zu Einschränkungen des Verkehrs. In einem der Deutschen Presse-Agentur (dpa) vorliegenden Papier an den Bundestags-Verkehrsausschuss wird insbesondere auf die stark gestiegenen Baupreise verwiesen. Für sonstige Investitionen, etwa Rastanlagen, zeichne sich ebenfalls eine Unterfinanzierung ab.

Auch für die Bahn fehlt Geld

Aber auch bei der Deutschen Bahn stocken Bauprojekte: Laut Bundesverkehrsministerium steht für Neu- und Ausbauprojekte bei der Bahn in den kommenden Jahren zu wenig Geld zur Verfügung. Zur Erinnerung: Das im März per Grundgesetzänderung beschlossene Schuldenprogramm für die Infrastruktur umfasst ein geplantes „Sondervermögen“ in Höhe von 500 Milliarden Euro, das über 12 Jahre zur Finanzierung von Infrastrukturinvestitionen und zur „Erreichung der Klimaneutralität bis 2045“ verwendet werden soll. Davon sind 100 Milliarden Euro für die Infrastruktur der Länder vorgesehen, während 100 Milliarden Euro gezielt für den sogenannten Klima- und Transformationsfonds eingeplant wurden.

Da drängt sich schon die Frage auf, wohin bzw. wofür werden die Schulden-Milliarden wirklich „transformiert“ – vielleicht für den Ukraine-Krieg oder in den Ausbau des „zentral-ostafrikanischen Verkehrskorridors“?"
"94610","Transgender-Liebesgeflüster des Kirk-Attentäters: „Mir geht’s gut, mein Schatz…“","Die zuständige Bezirksstaatsanwaltschaft im US-Bundesstaat Utah (USA) hat die Chat-Protokolle zwischen dem mutmaßlichen Kirk-Mörder Tyler Robinson (22) und seinem Transgender-Partner veröffentlicht. Beide stehen „in einer romantischen Beziehung“, wie es in den Dokumenten der Staatsanwaltschaft heißt. Laut US-Medien handelt es sich bei Robinsons Freund um den 22 Jahre alten Lance T., der als Mann geboren wurde […]","Ausland","2025-09-18T08:34:17+00:00","2025-09-18T08:43:17+00:00","2025-09-18T08:43:17+00:00","","https://deutschlandkurier.de/2025/09/transgender-liebesgefluester-des-kirk-attentaeters-mir-gehts-gut-mein-schatz/","Die zuständige Bezirksstaatsanwaltschaft im US-Bundesstaat Utah ( USA ) hat die Chat-Protokolle zwischen dem mutmaßlichen Kirk-Mörder Tyler Robinson (22) und seinem Transgender-Partner veröffentlicht. Beide stehen „in einer romantischen Beziehung“, wie es in den Dokumenten der Staatsanwaltschaft heißt. Laut US-Medien handelt es sich bei Robinsons Freund um den 22 Jahre alten Lance T., der als Mann geboren wurde und als Frau leben wollte.

„Ich habe die Gelegenheit, Charlie Kirk auszuschalten, und ich werde es tun“, schrieb Robinson demnach auf einem Zettel in der gemeinsamen Wohnung. Als die Nachricht über das Attentat um die Welt ging, antwortete Robinsons Liebhaber: „Was??? Du machst Witze, oder???“ Robinson chattete: „Mir geht’s noch gut, mein Schatz, aber ich hänge noch eine Weile (…) fest. (…) Ehrlich gesagt hatte ich gehofft, das bis zu meinem Tod geheim zu halten.“ Auf die Frage seines Liebhabers, ob er wirklich der Killer sei, antwortete der mutmaßliche Mörder von Charlie Kirk: „Doch, ich war’s…“."
"94614","Sascha Lensing (AfD): „Kanten abgeschliffen, Kurs nicht erkennbar, Kontrolle nicht vorhanden“","Zwei Millionen mehr für das Bundesinnenministerium als im Vorjahr, aber sicher fühlen sich Millionen Menschen trotzdem nicht, stellt der AfD-Innenpolitiker Sascha Lensing fest. Milliarden gehen für Bürokratie und Lobby-Programme drauf, während Clans ganze Straßenzüge kontrollieren und die Polizeistationen auf dem Land ausbluten. Und während reale Gefährder frei herumlaufen, wird der Inlandsgeheimdienst zur Oppositionsverfolgung missbraucht.","Politik","2025-09-18T10:15:43+00:00","2025-09-18T10:15:43+00:00","2025-09-18T10:15:43+00:00","","https://deutschlandkurier.de/2025/09/sascha-lensing-afd-kanten-abgeschliffen-kurs-nicht-erkennbar-kontrolle-nicht-vorhanden/","Zwei Millionen mehr für das Bundesinnenministerium als im Vorjahr, aber sicher fühlen sich Millionen Menschen trotzdem nicht, stellt der AfD-Innenpolitiker Sascha Lensing fest. Milliarden gehen für Bürokratie und Lobby-Programme drauf, während Clans ganze Straßenzüge kontrollieren und die Polizeistationen auf dem Land ausbluten. Und während reale Gefährder frei herumlaufen, wird der Inlandsgeheimdienst zur Oppositionsverfolgung missbraucht."
"94617","Björn Höcke (AfD) im EXKLUSIVEN DK🇩🇪-Interview vor der heutigen Trauerfeier für die ermordete Liana aus Friedland","Thüringens AfD-Landeschef Björn Höcke nimmt heute in Friedland (Niedersachsen) Abschied von Liana Kassai (✝️16)! Die lebensfrohe Liana wurde am 11. August 2025 von einem illegalen Iraker („Asylbewerber“) vor einen Güterzug gestoßen. Björn Höcke erklärt, dass er den Eltern des ermordeten Mädchens in diesen schweren Stunde beistehen möchte. Höcke spricht —tief bewegt und entschlossen— von einem […]","Björn Höcke","2025-09-18T10:37:22+00:00","2025-09-18T10:36:58+00:00","2025-09-18T10:36:58+00:00","","https://deutschlandkurier.de/2025/09/bjoern-hoecke-afd-im-exklusiven-dk%f0%9f%87%a9%f0%9f%87%aa-interview-vor-der-heutigen-trauerfeier-fuer-die-ermordete-liana-aus-friedland/","Thüringens AfD-Landeschef Björn Höcke nimmt heute in Friedland (Niedersachsen) Abschied von Liana Kassai (✝️16)!

Die lebensfrohe Liana wurde am 11. August 2025 von einem illegalen Iraker („Asylbewerber“) vor einen Güterzug gestoßen.

Björn Höcke erklärt, dass er den Eltern des ermordeten Mädchens in diesen schweren Stunde beistehen möchte.

Höcke spricht —tief bewegt und entschlossen— von einem katastrophalen Symbol des Versagens der herrschenden Altparteien-Kaste!

„Der mutmaßliche Mörder, ein abschiebepflichtiger Iraker, hätte sich nicht mehr im Land aufhalten dürfen. Wir erleben auch in diesem Fall ein totales Staatsversagen“, so Höcke.

Zudem fordert der AfD-Thüringen Chef, dass derartige Fälle nicht länger vertuscht oder verschwiegen werden dürfen!

🔥JETZT ANSCHAUEN, KOMMENTIEREN, TEILEN UND VERBREITEN!🔥"
"94621","Alibi-„Überprüfung“ des Förderprogramms „Demokratie leben“: Linksgrün-woke NGOs  haben nichts zu befürchten","Die dem Merkel-Flügel der CDU angehörende Bundesfamilienministerin Karin Prien hat angekündigt, sie wolle das umstrittene Förderprogramm „Demokratie leben!“ einer gründlichen Überprüfung unterziehen. Damit wird der irreführende Eindruck erweckt, dass linksradikalen Gruppen aus dem „Antifa“-Milieu künftig die Alimentierung durch die deutschen Steuerzahler entzogen werden soll. Mitnichten! Nichts deutet darauf hin, dass „Demokratie leben“ abgeschafft oder auch […]","Politik","2025-09-18T11:34:13+00:00","2025-09-18T11:38:32+00:00","2025-09-18T11:38:32+00:00","","https://deutschlandkurier.de/2025/09/alibi-ueberpruefung-des-foerderprogramms-demokratie-leben-linksgruen-woke-ngos-haben-nichts-zu-befuerchten/","Die dem Merkel-Flügel der CDU angehörende Bundesfamilienministerin Karin Prien hat angekündigt, sie wolle das umstrittene Förderprogramm „Demokratie leben!“ einer gründlichen Überprüfung unterziehen. Damit wird der irreführende Eindruck erweckt, dass linksradikalen Gruppen aus dem „Antifa“-Milieu künftig die Alimentierung durch die deutschen Steuerzahler entzogen werden soll. Mitnichten!

Nichts deutet darauf hin, dass „Demokratie leben“ abgeschafft oder auch nur eingeschränkt wird. Denn: Ausgerechnet die Beamten sollen jetzt den Fördersumpf (182 Millionen Euro) trockenlegen, die ihn jahrelang unter den linken Ministerinnen Manuela Schwesig und Franziska Giffey (beide SPD)sowie Lisa Paus („Grüne“) mit Steuergeldern vollgepumpt haben.

Hinzu kommt: Mit der Amtsübernahme von Prien, einer Vertrauten des linksgrün-woken schleswig-holsteinischen Ministerpräsidenten Daniel Günther (Spitzname: Genosse Günther), sind zusätzlich Leute ins Ministerium gekommen, die sich ebenfalls den Kampf „gegen rechts“ aufs Banner geschrieben haben.

Die Leitung von Abteilung 1 („Demokratie und Engagement“) etwa ging an die Migrations-Lobbyistin Honey Deihimi. Das Referat „Demokratieförderung“ wird von dem früheren Schwesig-Vertrauten Thomas Heppener geleitet. Er unterstützt seit Jahren den Aufbau von Netzwerken im „antifaschistischen“ NGO-Bereich.

Merke: Wer einen Sumpf trockenlegen will, darf nicht die Frösche fragen!"
"94627","Stephan Brandner (AfD): „Besser keine Gesetze machen als schlechte“","Stephan Brandner, Parlamentarischer Geschäftsführer und Justiziar der AfD-Fraktion im Bundestag, nimmt sich das Bundesjustizministerium der SPD-Amtsinhaberin Stefanie Hubig vor. Dessen Etat sei so mickrig wie sein Ruf, nachdem es von SPD- und FDP-Ministern zur „ideologischen Krimskramsbude“ heruntergewirtschaftet sei. Statt Zensurgesetze und „Quatsch“ wie das Selbstbestimmungsgesetz zu produzieren, wäre es besser, gar nichts zu machen und […]","Politik","2025-09-18T11:46:04+00:00","2025-09-18T11:58:19+00:00","2025-09-18T11:58:19+00:00","","https://deutschlandkurier.de/2025/09/stephan-brandner-afd-besser-keine-gesetze-machen-als-schlechte/","Stephan Brandner, Parlamentarischer Geschäftsführer und Justiziar der AfD-Fraktion im Bundestag, nimmt sich das Bundesjustizministerium der SPD-Amtsinhaberin Stefanie Hubig vor. Dessen Etat sei so mickrig wie sein Ruf, nachdem es von SPD- und FDP-Ministern zur „ideologischen Krimskramsbude“ heruntergewirtschaftet sei. Statt Zensurgesetze und „Quatsch“ wie das Selbstbestimmungsgesetz zu produzieren, wäre es besser, gar nichts zu machen und zu warten, bis die AfD die Regierung übernimmt und die Vernunft zurückbringt."
"94624","Go woke, go broke: Schweizer Solarhersteller Meyer Burger ist pleite","Der Schweizer Solarhersteller Meyer Burger steht vor dem endgültigen Aus. Nach Insolvenzen in Deutschland und den USA gibt es auch in der Schweiz keine Rettung mehr. Rund 645 Mitarbeiter wurden gekündigt, Maschinen verkauft. So sieht’s aus, wenn „grüner“ Klima-Wahn auf Markt trifft! Die Lichter gehen endgültig aus bei dem einst gehypten Schweizer Solarunternehmen Meyer Burger. […]","Wirtschaft","2025-09-18T11:40:29+00:00","2025-09-18T12:28:46+00:00","2025-09-18T12:28:46+00:00","","https://deutschlandkurier.de/2025/09/go-woke-go-broke-schweizer-solarhersteller-meyer-burger-ist-pleite/","Der Schweizer Solarhersteller Meyer Burger steht vor dem endgültigen Aus. Nach Insolvenzen in Deutschland und den USA gibt es auch in der Schweiz keine Rettung mehr. Rund 645 Mitarbeiter wurden gekündigt, Maschinen verkauft. So sieht’s aus, wenn „grüner“ Klima-Wahn auf Markt trifft!

Die Lichter gehen endgültig aus bei dem einst gehypten Schweizer Solarunternehmen Meyer Burger. Nach Insolvenzen in Deutschland und den USA haben nun auch die Schweizer Gesellschaften eine sogenannte Nachlassstundung angemeldet. Eine Nachlassstundung ist eine in der Schweiz übliche Maßnahme nach dem Konkursgesetz, um einem Unternehmen oder einer Privatperson in Zahlungsschwierigkeiten eine „Verschnaufpause“ zu gewähren und durch teilweisen Schuldenerlass einen vollständigen Bankrott vielleicht doch noch abzuwenden.

Der ist aber so gut wie sicher: 45 Beschäftigten in der Schweiz sowie etwa 600 Mitarbeitern in Deutschland wurde bereits gekündigt. Meyer Burger konnte keinen neuen Investor finden, die ambitionierte US-Strategie scheiterte am fehlenden Kapital. Hinzu kam der Konkurrenzdruck aus China.

Was von dem einst so umjubelten Vorzeige-Unternehmen übrig bleibt, ist ein weiteres warnendes Beispiel dafür, was passiert, wenn Ideologie die wirtschaftliche Realität ausblendet: Go woke, go broke!"
"94635","Bravissimo, Herr Präsident: Donald Trump erklärt „Antifa“ zur Terrororganisation!","US-Präsident Donald Trump macht ernst und hat angekündigt, die sogenannte Antifa in den USA als „bedeutende terroristische Organisation“ einzustufen. „Ich werde außerdem nachdrücklich empfehlen, dass diejenigen, die die ANTIFA finanzieren, gemäß den höchsten rechtlichen Standards und Praktiken gründlich untersucht werden“, schrieb Trump auf seiner Plattform „Truth Social“. Die Ankündigung folgte eine Woche nach der Ermordung […]","Ausland","2025-09-18T12:03:36+00:00","2025-09-18T12:58:54+00:00","2025-09-18T12:58:54+00:00","","https://deutschlandkurier.de/2025/09/bravissimo-herr-praesident-donald-trump-erklaert-antifa-zur-terrororganisation/","US-Präsident Donald Trump macht ernst und hat angekündigt, die sogenannte Antifa in den USA als „bedeutende terroristische Organisation“ einzustufen. „Ich werde außerdem nachdrücklich empfehlen, dass diejenigen, die die ANTIFA finanzieren, gemäß den höchsten rechtlichen Standards und Praktiken gründlich untersucht werden“, schrieb Trump auf seiner Plattform „Truth Social“.

Die Ankündigung folgte eine Woche nach der Ermordung des rechtskonservativen US-Bürgerrechtlers Charlie Kirk. Trump stellte in seinem Post zwar keinen direkten Bezug her, aber er hatte in den vergangenen Tagen mehrfach die „hasserfüllte Rhetorik radikaler Linker“ für die Tat verantwortlich gemacht."
