"Date","Title","Inhalt","URL"
"2025-12-28","Der neue Ken und die neue Barbie","Aktuelle Wendungen im Geschlechterkampf. Vorabdruck aus der Januarausgabe von COMPACT-Magazin. Der linke Softboy möchte anders sein als alle anderen – weicher, reflektierter, feministischer. Die Bad Bitch dagegen will alles außer nett sein – lieber laut, tough und frech. Woher kommen diese neuen Trends im Geschlechterkampf? _ von Marie Wiesner Mittlerweile scheint es nur noch Extreme zu geben – insbesondere auf Social Media. Dort sind die Männer gerne butterweich und soft, während die Frauen sich hart und

Dieser Inhalt aus unserer Printausgabe ist registrierten Benutzern vorbehalten.

Bitte loggen Sie sich hier ein, oder holen Sie sich jetzt den Digital - Pass für Smartphone, Tablet und Desktop

Anmelden
Benutzername oder E-Mail-Adresse
Passwort
 Angemeldet bleiben  
Passwort vergessen? Klicke hier, um es zurückzusetzen.","https://www.compact-online.de/der-neue-ken-und-die-neue-barbie/"
"2025-12-28","Mutige CDU-Politikerin: Aufstand gegen Merz","Die Bundesregierung von Kanzler Friedrich Merz steht mit dem Rücken zur Wand. Jetzt kündigt sogar eine Bundestagsabgeordnete an, den Kurs des Kanzlers zukünftig nicht mehr mittragen zu können. Für die Regierungskoalition hat sie kaum noch Hoffnung, kündigt sogar offenen Widerstand an. In seinem aktuellen Buch „Deutschlands blaues Wunder“ analysiert der Politikwissenschaftler Werner Patzelt die Situation in Deutschland und erklärt, warum die AfD weiter profitieren wird und bald regieren könnte. Hier mehr erfahren.

Die CDU-Bundestagsabgeordnete Saskia Ludwig gehört zu den letzten konservativen Stimmen ihrer Partei, stellte sich u.a. gegen die geplante Wahl der Linksaußen-Richterin Frauke Brosius-Gersdorf und gilt als Gegnerin der Brandmauer. In einem ausführlichen Interview mit der Berliner Zeitung erklärt sie jetzt, weshalb Kanzler Friedrich Merz in Zukunft nicht mehr automatisch auf ihre Stimme zählen kann.

Noch brisanter: Ludwig hält sogar ein vorläufiges Ende der schwarz-roten Regierungskoalition für möglich, was wohl zu Neuwahlen führen dürfte. Und auch dem „Herbst der Reformen“, den Merz ausgerufen hatte, erteilt die Brandenburgerin ein vernichtendes Urteil.

Merz-Prinzip: „Gewählt ist gewählt“

Kostprobe gefällig? Hier ein aussagekräftiger Ausschnitt aus dem Interview:

„Friedrich Merz verfährt wohl nach dem Prinzip: „Gewählt ist gewählt, und Mehrheit ist Mehrheit“. Anders ist es nicht zu erklären, warum er im Wahlkampf eisern die Schuldenbremse verteidigt hatte und dann unmittelbar nach dem Urnengang eine Billion Euro Schulden aufgenommen hat. Und das ist offensichtlich immer noch nicht das Ende der Fahnenstange. Ich habe ihm in der letzten Bundestagssitzung schriftlich mitgeteilt, bei keinem Antrag der Regierung mehr zuzustimmen, der eine zusätzliche Verschuldung nach sich zieht. Darauf erfolgte bis heute keine Reaktion, und damit sind die Möglichkeiten als eine Abgeordnete voll ausgeschöpft, die ihr Handeln als politische Enkelin von Adenauer, Erhard und Kohl versteht.“

Dieses Verhalten ist für Merz, der einen Aufstand in seiner Partei fürchten muss, brandgefährlich. Dass der Kanzler jedoch sogar eine Antwort auf das Schreiben verweigert, ist mehr als bezeichnend und unterstreicht, auf welch wackligen Füßen der Sauerländer und seine Regierung noch stehen. Zustand: Akut einsturzgefährdet!

SPD paktiert mit Linksextremisten

Auch weitere Aussagen Saskia Ludwigs lassen aufhorchen, etwa über Bundesarbeitsministerin Bärbel Bas und ihre Partei, der die CDU-Politikerin eine Nähe zum Linksextremismus vorwirft: „Die Bundesarbeitsministerin Bas hat dem Mittelstand in Deutschland den Krieg erklärt, gegen den sie gemeinsam mit den Linken und Linksextremen in diesem Land kämpft.“.

In dem Gespräch, in dem etwa auch Klartext zur Weimer-Affäre gesprochen wird, lässt sich erkennen, wie weit sich Merz und seine Funktionärsriege vom ursprünglich konservativ-bürgerlichen Wählerklientel der Union entfernt haben. Die historisch niedrigen Zustimmungswerte für den Kanzler und seine Regierung sind dafür die logische Konsequenz. Gut möglich, dass dies zeitnah nicht sein einziges Problem bleibt, sondern es auch in den eigenen Reihen zunehmend ungemütlich wird. Die nächste Wahl rückt näher und nicht wenigen CDU-Abgeordneten dürfte dämmern, dass die Wiederwahl-Chancen zunehmend schlechter werden.

Zeit für den echten Politikwechsel: Wie die AfD zum relevanten politischen Faktor wurde – und warum sie weiter aufsteigen wird, erklärt Polit-Experte Werner Patzelt in seinem aktuellen Werk „Deutschlands blaues Wunder“. Analytisch, kritisch, faktenbasiert! Hier bestellen.","https://www.compact-online.de/mutige-cdu-politikerin-aufstand-gegen-merz/"
"2025-12-28","Markus Krall über Crash und Gold-Mark!","Markus Krall ist Börsen-Profi und Bestseller-Autor. Im Interview mit Dr. Stephanie Elsässer spricht er über den Verfassungsschutz, Gold-Verbot und den Crash des alten Systems. Ein spannender Ausblick auf das kommende Jahr 2026.

Unsere heutige Empfehlung: COMPACT 1/2026: 2026 – Jahr des Goldes","https://www.compact-online.de/markus-krall-ueber-crash-und-gold-mark/"
"2025-12-28","Korruption: Razzia im Ukraine-Parlament","Langsam kommt das Ausmaß der Korruption, welche den EU-Beitrittskandidaten Ukraine fest im Griff hat, ans Licht. Ermittler einer Sondereinheit führten jetzt sogar eine Razzia im Parlament durch. Davon reden die etablierten Politiker aber nicht, sie hetzen lieber gegen Russland – in unserer Spezial-Ausgabe „Krieg gegen Russland. Deutschlands dritter Marsch ins Verderben“ rechnen wir schonungslos mit den Kriegstreibern ab. Hier mehr erfahren.

Während der ukrainische Machthaber Wolodymyr Selenskyj bei Donald Trump in den USA antreten muss, um mit dem amerikanischen Präsidenten über den – von der Ukraine und den EU-Staaten bisher sabotierten – Friedensplan zu verhandeln, gibt es in Kiew den nächsten Korruptionsskandal. Ermittler der Antikorruptionsbehörde Nabu deckten am Samstag eine kriminelle Gruppe auf, der mehrere Abgeordnete des ukrainischen Parlaments, der Werchowna Rada, angehören sollen. Sie hätten Bestechungsgelder für ihr Abstimmungsverhalten bekommen, über Jahre hinweg.

Der ukrainische Präsident Wolodymyr Selenski. Hier bei einem Besuch in Berlin im Oktober 2024. Foto: Juergen Nowak / Shutterstock.com

Doch wer versucht, die Korruptionsnetzwerke aufzudecken, lebt in der Ukraine gefährlich: Den Ermittlern der Antikorruptionsbehörde wurde anfangs sogar durch Sicherheitskräfte die Durchführung von Durchsuchungsmaßnahmen im Parlamentsgebäude verweigert, was zwar ein rechtswidrig Verhalten darstellt, jedoch bisher ohne Konsequenzen bleibt.

Präsidenten-Partei im Visier

Besonders brisant: Die Ermittlungen sollen sich gegen Abgeordnete der Selenskyj-Partei „Diener des Volkes“ richten, die sich wohl in erster Linie ihrem eigenen Geldbeutel, als dem ukrainischen Volk, verpflichtet fühlen.

„Krieg gegen Russland“

Immer wieder gerät das engste Umfeld des Präsidenten in Korruptionsskandale, erst im November wurde Justizminister Herman Haluschtschenko suspendiert, der zuvor als Energieminister ebenfalls Bestechungsgelder kassiert hatte. Dass ein durch und durch korruptes Land wie die Ukraine – unabhängig vom momentanen Krieg gegen Russland – als EU-Beitrittskandidat gehandelt wird, dessen Aufnahme vielen Ländern nicht schnell genug gehen kann, sollte deshalb ein alarmierendes Zeichen sein. Eigentlich, doch auch hier wird bereits verständnisvoll die Werbetrommel gerührt. Das Nachrichtenportal Focus sammelt etwa unter der Überschrift „“Merkwürdig, dass kurz vor wichtigem Treffen die Korruptionskarte gezogen wird““ Lesermeinungen, die suggerieren, es würde sich um eine Sabotageaktion der ukrainischen Behörden – gegen das ukrainische Parlament – handeln, um der Ukraine vor dem Treffen mit US-Präsident Trump zu schaden. Aus welcher Motivation dies geschehen sollte, bleibt indes gänzlich unklar.

Frieden mit Russland, Schluss mit der Korruption in der Ukraine – das muss die klare Stoßrichtung für echte Volksvertreter sein. In COMPACT-Spezial „Krieg gegen Russland“ legen wir die Pläne der Kriegstreiber offen und liefern Ihnen die Hintergründe, die der Mainstream verschweigt. Lesen Sie jetzt!","https://www.compact-online.de/korruption-razzia-im-ukraine-parlament/"
"2025-12-28","«Die Gold-Mark wird kommen»","Börsenprofi Markus Krall im Intervie. Vorabdruck aus der Januarausgabe von COMPACT-Magazin. Die Abschaffung des Bargeldes wird vorangetrieben, und gleichzeitig bricht das gesamte Dollar- und Eurosystem zusammen. Ist Bitcoin die Alternative? _ Markus Krall im Gespräch mit Stephanie Elsässer Wir erleben derzeit einen Gold- und Silberrausch, die Kurse gehen durch die Decke. Kündigt sich damit das Ende des Papiergeldes an? Ich glaube, dass wir in eine Phase eintreten, in der das gesamte globale Finanz- und Geldsystem

Dieser Inhalt aus unserer Printausgabe ist registrierten Benutzern vorbehalten.

Bitte loggen Sie sich hier ein, oder holen Sie sich jetzt den Digital - Pass für Smartphone, Tablet und Desktop

Anmelden
Benutzername oder E-Mail-Adresse
Passwort
 Angemeldet bleiben  
Passwort vergessen? Klicke hier, um es zurückzusetzen.","https://www.compact-online.de/die-gold-mark-wird-kommen/"
"2025-12-28","Höhepunkte und Tiefschläge","2010 bis 2025: COMPACT im Schnelldurchlauf. Vorabdruck aus der Januarausgabe von COMPACT-Magazin. Zeit für einen kleinen Rückblick: Was haben wir in den 15 Jahren unserer Geschichte erreicht – und welche Lektionen dürfen wir nicht vergessen? _ von Karel Meissner 2011 Allen Skeptikern zum Trotz: Das COMPACT-Magazin etabliert sich schnell am Markt. Eigentlich wollten wir drei Nullnummern als Test machen, doch der Kioskverkauf lief so gut an, dass wir schon mit der Mai-Nummer in die Monatsproduktion

Dieser Inhalt aus unserer Printausgabe ist registrierten Benutzern vorbehalten.

Bitte loggen Sie sich hier ein, oder holen Sie sich jetzt den Digital - Pass für Smartphone, Tablet und Desktop

Anmelden
Benutzername oder E-Mail-Adresse
Passwort
 Angemeldet bleiben  
Passwort vergessen? Klicke hier, um es zurückzusetzen.","https://www.compact-online.de/hoehepunkte-und-tiefschlaege/"
"2025-12-28","Mittelsachsen: Jugend-Gang sticht Mann nieder","Unfassbare Gewalttat in Sachsen: Am ersten Weihnachtsfeiertag verprügelte eine Jugend-Gang einen Mann, stach anschließend sogar noch zu. Die Täter sind flüchtig, die Polizei schweigt zu den Hintergründen. Und hält wahrscheinlich brisantes Material zurück. So kann es nicht weiter gehen: In unserem neuen COMPACT-Spezial „Mädchen. Messer. Morde.“ rechnen wir gnadenlos mit der Einwanderungspolitik ab. Hier mehr erfahren.

Die brutale Tat ereignete sich in der 8500-Einwohner-Stadt Hainichen im Landkreis Mittelsachsen: Am Donnerstagabend, gegen 20.30 Uhr, forderte ein 24-Jähriger eine Gruppe von Jugendlichen, die vor dem Bahnhofsgebäude Böller in Richtung von Passanten warfen, auf, dieses zu unterlassen. Doch dann eskalierte die Situation erst richtig.

D

Die vier bis fünf Personen umzingelten den couragierten Bürger und schlugen plötzlich auf ihn ein, ehe einer der Angreifer ein Messer zog und mehrmals zustach. Das Opfer wurde schwerverletzt in eine Klinik gebracht.

Material aus Überwachungskameras nicht veröffentlicht

Brisant: Die zuständige Polizeidirektion Chemnitz schweigt auch drei Tage später zu den Hintergründen der Angreifer, obwohl diese mit der Ciybahn C15 von Chemnitz aus angereist sind. Und es Material der Überwachungskameras geben müsste, auf denen die Angreifer zu erkennen sind.

Es drängt sich der Verdacht auf: Wieder könnte eine Gruppe junger Migranten zugeschlagen haben, doch um dem verständlicherweise dann aufkommenden Frust in der Bevölkerung zu begegnen, wird die Herkunft der Angreifer, die sich allesamt noch auf freiem Fuß befinden, verschwiegen.

Die etablierten Parteien haben diesen Zuständen, die wir jetzt mitten in Deutschland erleben, den Nährboden bereitet. In unserem neuen COMPACT-Spezial „Mädchen. Messer. Morde.“ haben wir diese Gewalt analysiert und eine verheerende Bilanz der letzten zehn Jahre gezogen. Dieses Heft dürfen Sie nicht verpassen, es soll eine Warnung für die Zukunft sein. Jetzt bestellen!","https://www.compact-online.de/mittelsachsen-jugend-gang-sticht-mann-nieder/"
"2025-12-28","Alarm! Wenn der Blutzucker zur stillen Gefahr wird","
Während Sie diesen Text lesen, läuft im Körper vieler Menschen ein Prozess, der Jahre später Diabetes heißen wird. Kein Schmerz. Kein Fieber. Kein Warnsignal. Nur ein Blutzucker, der langsam steigt – und damit eine Kettenreaktion auslöst, die den Stoffwechsel kippt, Entzündungen anfeuert und Organe schleichend schädigt.


Ein erhöhter Blutzucker ist kein „kleines Laborproblem“ – er kann der erste Warnschuss sein, bevor der Körper endgültig kippt. Wer das Signal ignoriert, zahlt später oft mit Folgeschäden. Wer rechtzeitig gegensteuert, kann die Entwicklung häufig stoppen – oder sogar umkehren. *


Entscheidend ist dabei nicht nur der Zucker selbst, sondern die stillen Schäden, die er im Körper anrichtet: chronische Entzündungen, oxidativer Stress und eine zunehmende Insulinresistenz.
Genau hier setzen – neben Bewegung und Ernährung – auch bestimmte Mikronährstoffe und Pflanzenstoffe an, etwa Astaxanthin als starkes Antioxidans oder Coenzym Q10, das eine zentrale Rolle im Energiestoffwechsel der Zellen spielt.

Geht man nach europäischen Schätzungen, verschlingt Diabetes – vor allem Typ 2 und seine Komplikationen – jedes Jahr enorme Summen im Gesundheitssystem, Tendenz steigend.
Das Brisante: Typ-2-Diabetes ist längst keine „Alterskrankheit“ mehr. In den USA wurden die Empfehlungen zur Früherkennung in den letzten Jahren angepasst, weil die Erkrankung immer häufiger deutlich früher auftritt.

Der Grund ist unerquicklich einfach – und genau deshalb so gefährlich:
Unsere Lebensweise drückt bei Millionen Menschen auf die gleichen zwei Knöpfe:
Bewegungsmangel und Übergewicht, besonders am Bauch.
Dazu kommt häufig Dauerstress, der Entzündungsprozesse weiter antreibt und den Blutzucker zusätzlich destabilisiert.
Natürlich kann es eine erbliche Veranlagung geben – aber sie ist selten das ganze Bild.

Die gute Nachricht:
Wer Lebensweise und Essgewohnheiten konsequent umstellt, hat oft sehr gute Chancen, eine Vorstufe zu stoppen – oder gar nicht erst in Typ-2-Diabetes hineinzurutschen.
Der Begriff „Alterszucker“ ist überholt.
Es trifft inzwischen immer häufiger auch Jüngere.

Typ 1 oder Typ 2 – der entscheidende Unterschied

Der Unterschied zwischen Typ 1 und Typ 2 ist schnell erklärt.
Während bei Typ 1 eine Autoimmunerkrankung vorliegt – der Körper zerstört dabei die Zellen der Bauchspeicheldrüse, die Insulin produzieren –, sprechen wir bei Typ 2 von Insulinresistenz.

Das bedeutet: Insulin ist zunächst meist ausreichend vorhanden, doch die Zellen reagieren immer schlechter darauf.
Zucker bleibt länger im Blut, Entzündungen nehmen zu – und der Stoffwechsel gerät schleichend aus dem Gleichgewicht.

In diesem Stadium können Maßnahmen sinnvoll sein, die Entzündungen dämpfen und die Insulinempfindlichkeit verbessern – etwa Omega-3-Fettsäuren, Vitamin D oder sekundäre Pflanzenstoffe wie OPC, die oxidativen Stress reduzieren können.

In einem späteren Stadium kann die Bauchspeicheldrüse überfordert sein. Dann reichen Tabletten manchmal nicht mehr – und Insulin wird notwendig.

Diabetes – die neue Volkskrankheit

Oft wird Diabetes erst im Zusammenhang mit anderen Beschwerden diagnostiziert. Nicht erkannter Diabetes ist gefährlich:
Er schädigt Blutgefäße und Nerven, erhöht den Blutdruck und steigert das Risiko für Herz-Kreislauf-Erkrankungen bis hin zum Schlaganfall.

Auch schlecht heilende Hautprobleme, häufige Infekte, Müdigkeit und ein spürbarer Leistungsabfall können frühe Warnzeichen sein.

Ein stabiler Stoffwechsel braucht deshalb mehr als nur „weniger Zucker“.
Er braucht Bewegung, Schlaf – und ein Nervensystem, das nicht dauerhaft im Alarmzustand ist. Adaptogene Pflanzenstoffe wie Ashwagandha können hier unterstützend wirken, indem sie Stressreaktionen abfedern und den Cortisolspiegel stabilisieren helfen.

Wer sein Gewicht im Zaum hält, sich regelmäßig bewegt (mindestens dreimal pro Woche etwa 30 Minuten) und seine Ernährung stabilisiert, ist auf einem sehr guten Weg.
Krafttraining ist dabei besonders hilfreich:
Muskeln verbrauchen Energie sogar in Ruhe und verbessern die Insulinempfindlichkeit der Zellen.

Lebensmittel, die den Blutzuckerspiegel stabilisieren

Neben einer insgesamt ausgewogenen Ernährung gibt es Lebensmittel, die helfen können, den Blutzucker „zu glätten“ – also die Spitzen nach dem Essen abzufangen.
Wichtig: Das sind Bausteine, keine Zaubertricks.

Flohsamenschalen

Quellen im Darm, verlangsamen die Zuckeraufnahme und machen satt. Üblich sind z. B. zweimal täglich je 5 g – immer mit reichlich Wasser.

Hafer (Vollkorn)

Beta-Glucane dämpfen den Blutzuckeranstieg. Alltagstauglich als Porridge, Overnight Oats oder herzhaft.

Zimt (Ceylon)

Kann den Glukosestoffwechsel unterstützen – in kleinen, regelmäßigen Mengen.

Beeren (v. a. Heidelbeeren)

Viele Pflanzenstoffe, niedrige glykämische Last – süß, ohne den Blutzucker hochzujagen.

Zwiebeln & Knoblauch

Traditionell genutzt, gut untersuchte Effekte auf Stoffwechsel und Entzündungsmarker.

Ingwer

Entzündungshemmend, kann die Insulinempfindlichkeit unterstützen.

Magnesium

Viele Menschen – auch Typ-2-Betroffene – haben niedrige Spiegel.
Magnesium spielt eine zentrale Rolle im Zuckerstoffwechsel.

Astaxanthin

Als starkes Antioxidans im Kontext von Entzündungen und oxidativem Stress diskutiert – sinnvoll als Ergänzung, nicht als Ersatz für Lebensstiländerungen.

Zusammenfassung

Typ-2-Diabetes ist zur Volkskrankheit geworden. Neben genetischer Veranlagung sind die wichtigsten Treiber Bewegungsmangel, Übergewicht – insbesondere Bauchfett – und zunehmend Dauerstress.

Wer Alltag, Schlaf, Bewegung und Ernährung wieder in Ordnung bringt, senkt sein Risiko spürbar – oft bevor Medikamente nötig werden.

Normalgewicht, Bewegung, Ballaststoffe,
entzündungshemmende Mikronährstoffe
und ein stabiler Tagesrhythmus
sind die stärksten Hebel gegen Diabetes Typ 2.






Unser Tipp: Das neue Gesundheitsportal

Fundierte Artikel zu Immunsystem, Vitalstoffen, Entzündungen, Energie & Alltag – klar erklärt und leicht umsetzbar.


Jetzt entdecken »


* In diesem Artikel wird u. a. auf Produkte der 9 Leben GmbH verlinkt.
Für diese Links erhält COMPACT keinerlei Vergütungen.","https://www.compact-online.de/erhoehter-blutzucker-stille-gefahr/"
"2025-12-28","Geld, Gold und Götter","Geschichte einer wertstabilen Liebesbeziehung. Vorabdruck aus der Januarausgabe von COMPACT-Magazin. Gold ist ein idealer Anker für Währungen. Doch schon früh haben Herrschende erkannt, wie man den Geldwert zu eigenen Gunsten aushebeln kann. Dieser Betrug ist heute Grundlage des gesamten Systems. _ von Daniell Pföhringer «Am Golde hängt, zum Golde drängt doch alles.» – Schon Goethe wusste um die Faszination des funkelnden Edelmetalls. Und er war nicht der Erste: Im Alten Ägypten wurde Gold als «Fleisch

Dieser Inhalt aus unserer Printausgabe ist registrierten Benutzern vorbehalten.

Bitte loggen Sie sich hier ein, oder holen Sie sich jetzt den Digital - Pass für Smartphone, Tablet und Desktop

Anmelden
Benutzername oder E-Mail-Adresse
Passwort
 Angemeldet bleiben  
Passwort vergessen? Klicke hier, um es zurückzusetzen.","https://www.compact-online.de/geld-gold-und-goetter/"
"2025-12-28","Selenskyjs Cyber-Armee wütet gegen COMPACT","Kennen Sie das Märchen von den russischen Troll-Farmen, die angeblich in sozialen Netzwerken das Meinungsklima manipulieren sollen? Was sich tatsächlich ereignet: Seit Tagen kommt es zu massiver Cyber-Stimmungsmache gegen COMPACT. Dahinter steckt Selenskyjs Internet-Armee. Wahrscheinlich wird versucht, uns davon abzuhalten, weiterhin die Silbermedaille „Patriot Wladimir Putin“ zu verkaufen. Doch wir lassen uns nicht einschüchtern, natürlich gibt es den Taler weiter bei uns. Und er wird immer wertvoller. Hier mehr erfahren.

Ob unter einem Beitrag zum Thema Linksextremismus oder der jüngsten Berichterstattung zum Silber-Boom, plötzlich fällt eine Horde von Bots, KI-gesteuerten Fake-Konten, in sozialen Netzwerken über die Kommentarspalte von COMPACT her. Und drischt die üblichen pro-ukrainischen Phrasen, fordert etwa die Aufnahme weiterer Asylbewerber oder mehr Gelder für das korrupte Selenskyj-Regime.

Ein Beispiel gefällig? So arbeiten die Ukra-Bots auf X:

Dutzende solcher Kommentare finden sich unter Beiträgen von COMPACT auf X. Foto: Screenshot X

Die Kommentare sind immer gleich aufgebaut und werden automatisch generiert, lediglich die Nutzernamen wechseln. Dadurch soll wohl suggeriert werden, dass die Unterstützung der Ukraine in sozialen Netzwerken wachsen würde. Eine durchschaubare Manipulation, der ein aufmerksamer Leser nicht auf den Leim gehen wird.

Etablierte Politiker schweigen zu ukrainischen Bots

Obwohl es sich um ein systematisches Vorgehen handelt, schweigen die Kartellparteien zum Cyber-Angriff aus der Ukraine. Dabei sind die etablierten Politiker doch sonst die ersten, die den Zeigefinger in Richtung Russland strecken, um auf angebliche Manipulateure hinzuweisen, wenngleich sich die entsprechenden Vorwürfe meist innerhalb kurzer Zeit in Luft auflösen. Wenn jedoch offensichtlich eine ukrainische Bot-Armee gegen ein oppositionelles Medium ins Feld zieht, um den Meinungskampf in sozialen Netzwerken zu manipulieren, schweigt der Parteienblock. Bezeichnend.

Aber, keine Sorge: COMPACT hat echte Leser an seiner Seite, die treu zu unserem Magazin stehen. Ganz gleich, wie viele Fake-Nutzer Selenskyj aus seinem Bunker noch ins Feld schickt, wir sind die Stimme der – manchmal noch zu schweigsamen – Mehrheit. Wir treten weiter für den Frieden ein!

Freund der Völker, Kämpfer gegen die One-World-Diktatur, glühender Patriot: Wir stehen zum russischen Präsidenten und lassen uns auch von ukrainischen Cyber-Angriffen nicht einschüchtern. Sie auch? Dann bestellen Sie jetzt unsere Silber-Medaille „Patriot Wladimir Putin“. Das traut sich nur COMPACT. Jetzt erhalten!","https://www.compact-online.de/selenskyjs-cyber-armee-wuetet-gegen-compact/"
